dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
[0.27832332 0.09561046 0.40028346 ... 0.00118821 0.03767764 0.37023863],[275.64142 261.87878 316.9495  ... 245.9596  247.28282 287.62625],[275.64142 261.87878 316.9495  ... 245.9596  247.28282 287.62625],[221.84085 206.5037  261.51187 ... 193.76224 195.2233  237.58313],[0.         0.0354623  0.         ... 0.         0.04714166 0.        ],0,1,5,161
[0.0700159  0.09623311 0.23298119 ... 0.03107281 0.20195393 0.23074897],[283.89334 299.99313 334.98407 ... 285.05902 311.29373 298.9816 ],[289.65646 303.7313  337.90475 ... 291.29932 313.983   302.57483],[236.48405 251.00067 280.85696 ... 236.07915 265.60535 249.49712],[0.         0.02754588 0.         ... 0.04425891 0.         0.        ],0,1,5,162
"[ 0.2207597   0.25698602  0.83554274 ...  0.3285549  -0.06230061
  0.39268914]",[305.08298 322.89627 430.7635  ... 329.42325 259.56018 321.93774],[305.08298 322.89627 430.7635  ... 329.42325 259.56018 321.93774],[252.86136 267.92883 375.25446 ... 280.47928 207.556   272.8989 ],[0.         0.07082076 0.         ... 0.         0.04457757 0.        ],0,1,5,163
[0.20357841 0.26989716 0.19757171 ... 0.04942415 0.26102367 0.22327323],[272.89383 288.01575 269.3369  ... 220.87958 255.3566  241.31898],[293.90033 307.74915 293.63574 ... 238.08934 275.9175  261.3883 ],[265.9801  279.031   265.25723 ... 211.06334 248.29921 233.445  ],[0.         0.         0.         ... 0.04854504 0.         0.        ],0,1,5,164
[0.11254691 0.01705601 0.14157756 ... 0.09685527 0.11738955 0.24726905],[244.47597 243.75    271.60095 ... 257.45193 255.64903 255.80289],[244.47597 243.75    271.60095 ... 257.45193 255.64903 255.80289],[209.72548 210.43936 234.94695 ... 223.59424 222.97269 222.56374],[0.         0.         0.         ... 0.         0.02176954 0.        ],0,1,5,165
[0.11818409 0.22762811 0.22463433 ... 0.2415229  0.22263737 0.1747348 ],[282.      310.7451  314.01962 ... 293.70587 289.02615 251.04575],[282.      310.7451  314.01962 ... 293.70587 289.02615 251.04575],[242.24908 269.79733 270.54745 ... 255.46448 251.45697 212.58336],[0.        0.        0.        ... 0.0411699 0.        0.       ],0,1,5,166
[0.21957345 0.1672056  0.02072584 ... 0.04558655 0.3145649  0.26709557],[288.95    297.71786 284.03214 ... 269.32144 312.28214 276.96072],[288.95    297.71786 284.03214 ... 269.32144 312.28214 276.96072],[221.71529 229.42444 207.1221  ... 203.96754 245.7527  212.33499],[0.         0.         0.         ... 0.04673369 0.         0.        ],0,1,5,167
[0.12500612 0.0403551  0.1431316  ... 0.07556345 0.13859987 0.15620135],[257.7573  246.40291 271.4709  ... 249.7136  257.72815 255.48544],[257.7573  246.40291 271.4709  ... 249.7136  257.72815 255.48544],[224.1105  213.16231 236.92468 ... 216.64508 224.59135 223.27657],[0.         0.         0.         ... 0.02886821 0.         0.        ],0,1,5,168
[0.         0.         0.20832787 ... 0.03523685 0.32879317 0.3362809 ],[244.54852 245.85529 278.37344 ... 243.2738  296.757   294.87238],[260.58878 268.87384 308.54672 ... 269.32242 324.15887 316.67758],[220.65448 226.60535 266.15472 ... 229.40456 282.3454  274.72815],[0.         0.         0.         ... 0.         0.04113488 0.        ],0,1,5,169
[0.28104627 0.22120737 0.35044244 ... 0.08767435 0.42403316 0.2137652 ],[288.74197 297.17203 321.79434 ... 261.49268 305.59167 264.46014],[324.7513  315.98413 346.80423 ... 285.98413 329.08994 281.60846],[272.04684 263.87793 288.0088  ... 236.48308 277.89175 230.39581],[0.         0.         0.         ... 0.06552953 0.         0.        ],0,1,5,170
"[ 0.3025005  -0.04349284  0.15774283 ...  0.24228609  0.34056547
  0.29294842]",[321.6223  263.3711  322.50323 ... 327.41122 335.98325 329.34286],[328.56863 265.95587 325.0392  ... 330.18137 344.32843 332.07843],[301.2594  237.68982 295.0971  ... 304.03775 317.7883  306.83936],[0.         0.         0.01897163 ... 0.0620153  0.         0.        ],0,1,5,171
[0.08696998 0.14066838 0.15419225 ... 0.06623383 0.03837815 0.15571174],[202.6391  220.13647 227.0388  ... 211.98627 205.14035 213.21231],[243.93176 260.37796 264.57742 ... 250.26509 242.32808 252.4567 ],[218.64037 233.80663 239.65108 ... 225.34805 217.46783 227.7444 ],[0. 0. 0. ... 0. 0. 0.],0,1,5,172
[0.13187118 0.15490614 0.16612299 ... 0.3595137  0.15994614 0.24453923],[289.788   303.44263 311.0432  ... 314.69937 276.4284  282.34296],[305.05493 324.9414  334.2674  ... 338.00732 296.12088 300.41025],[239.54312 263.87244 267.68207 ... 279.8945  236.44899 244.80835],[0. 0. 0. ... 0. 0. 0.],0,1,5,173
[0.34443328 0.2088147  0.02449354 ... 0.06986419 0.2962393  0.20430042],[313.27686 293.28586 272.88977 ... 252.25905 287.24463 260.85605],[331.57843 314.10785 288.61765 ... 266.15686 304.98038 275.95587],[295.26105 276.19403 246.36281 ... 229.73024 271.31528 238.79263],[0.         0.         0.         ... 0.03967362 0.         0.        ],0,1,5,174
[0.19820116 0.00169718 0.11696286 ... 0.27933446 0.06715642 0.33539182],[268.3685  241.673   258.7353  ... 261.6793  220.59843 256.90314],[295.25214 263.09402 288.73077 ... 283.35043 242.23505 285.26068],[264.9273  231.50272 255.70473 ... 253.99089 212.91064 255.49931],[0.         0.         0.         ... 0.         0.02376727 0.        ],0,1,5,175
[0.23061803 0.03816082 0.14470448 ... 0.34140262 0.02629481 0.        ],[257.76404 246.1854  274.30338 ... 288.90448 232.4045  229.23033],[257.76404 246.1854  274.30338 ... 288.90448 232.4045  229.23033],[205.89824 195.41095 221.04681 ... 238.52113 183.29494 176.74759],[0. 0. 0. ... 0. 0. 0.],0,1,5,176
"[ 0.16314368 -0.00997948  0.74579966 ...  0.4718185   0.14405414
  0.3449845 ]",[269.43216 248.39195 390.      ... 325.61307 260.0402  289.3216 ],[269.43216 248.39195 390.      ... 325.61307 260.0402  289.3216 ],[213.6469  192.06548 329.40918 ... 271.75967 208.8661  237.57913],[0.         0.06242862 0.         ... 0.         0.         0.        ],0,1,5,177
[0.28929475 0.17199628 0.07996605 ... 0.08175331 0.04742075 0.32005996],[285.69244 262.92105 269.28894 ... 239.27928 222.52422 253.38339],[329.70483 318.2643  311.9868  ... 277.86783 258.9824  292.38327],[253.72273 249.8224  233.94582 ... 209.0244  193.86867 226.57912],[0.         0.         0.         ... 0.         0.03723565 0.        ],0,1,5,178
[0.530273   0.         0.27212578 ... 0.02731109 0.13225673 0.08009125],[356.06985 259.08035 328.98285 ... 247.8846  258.86002 237.9342 ],[358.9685  263.9134  332.08267 ... 250.52362 263.61023 240.97244],[309.57126 216.05898 280.62103 ... 205.79962 218.75323 196.83145],[0. 0. 0. ... 0. 0. 0.],0,1,5,179
[0.11834391 0.00537971 0.29559016 ... 0.17845862 0.271775   0.11589648],[256.9463  237.88017 291.5124  ... 275.39255 291.90497 259.23965],[256.9463  237.88017 291.5124  ... 275.39255 291.90497 259.23965],[203.17719 186.08434 236.57703 ... 224.97859 239.6532  206.2726 ],[0. 0. 0. ... 0. 0. 0.],0,1,5,180
"[ 0.04805543  0.13405928  0.22828457 ... -0.02000733 -0.00921028
  0.16577633]",[248.62921 263.95132 287.      ... 235.56554 230.37453 258.794  ],[248.62921 263.95132 287.      ... 235.56554 230.37453 258.794  ],[206.01184 222.52216 241.99934 ... 194.9723  190.13393 217.20276],[0.         0.         0.         ... 0.         0.02617118 0.        ],0,1,5,181
[0.18737829 0.30565628 0.07018256 ... 0.         0.11147282 0.1020738 ],[275.06537 298.2157  274.63412 ... 245.87372 251.20021 245.72453],[280.49222 304.32642 284.3057  ... 248.81865 254.5026  248.59067],[227.29591 250.45152 225.30511 ... 196.38243 202.19728 192.26494],[0. 0. 0. ... 0. 0. 0.],0,1,5,182
[0.15052734 0.15228897 0.12311766 ... 0.10699374 0.09133266 0.06494968],[251.61922 260.04565 258.2802  ... 246.74559 239.53813 224.94316],[266.0935  275.03253 271.81302 ... 260.66666 252.58943 237.84554],[226.97772 236.29033 231.10889 ... 223.18115 215.74104 201.64648],[0. 0. 0. ... 0. 0. 0.],0,1,5,183
[0.08845564 0.18467715 0.12908547 ... 0.04048666 0.2614106  0.07452349],[249.44716 271.47156 269.73172 ... 235.17073 269.1301  226.52846],[249.44716 271.47156 269.73172 ... 235.17073 269.1301  226.52846],[203.73398 226.3508  221.19269 ... 190.69804 226.48909 180.74623],[0. 0. 0. ... 0. 0. 0.],0,1,5,184
[0.4185766  0.         0.03550906 ... 0.10533538 0.05720641 0.09436382],[279.26315 218.21053 230.55556 ... 244.73685 234.51462 232.90643],[279.26315 218.21053 230.55556 ... 244.73685 234.51462 232.90643],[235.51257 173.86533 185.62437 ... 201.69945 190.37076 191.58176],[0. 0. 0. ... 0. 0. 0.],0,1,5,185
[0.12969701 0.04171033 0.20048596 ... 0.24213523 0.11821853 0.13365185],[275.4252  261.94095 295.2874  ... 284.60236 256.75592 239.21654],[275.4252  261.94095 295.2874  ... 284.60236 256.75592 239.21654],[232.021   217.19203 247.83496 ... 242.2576  215.30627 200.09993],[0. 0. 0. ... 0. 0. 0.],0,1,5,186
[0.30775276 0.06619807 0.33032584 ... 0.21217276 0.05748257 0.2250463 ],[261.05978 231.13043 287.25    ... 268.52716 242.91304 248.65218],[261.05978 231.13043 287.25    ... 268.52716 242.91304 248.65218],[209.9982  178.0126  233.47592 ... 217.8962  192.07712 199.86972],[0. 0. 0. ... 0. 0. 0.],0,1,5,187
[0.20896094 0.10914969 0.43186268 ... 0.07067391 0.         0.29612795],[277.6288  268.71973 336.9866  ... 254.84846 239.57022 289.651  ],[285.78415 274.5022  345.85904 ... 263.61234 245.55948 300.27313],[259.23495 245.73126 317.2011  ... 236.5633  219.24216 273.5783 ],[0.         0.         0.         ... 0.         0.03705612 0.        ],0,1,5,188
[0.30105805 0.32550684 0.08294819 ... 0.17674622 0.08792786 0.11474477],[301.72473 313.84833 284.47192 ... 295.98315 279.61237 282.33145],[301.72473 313.84833 284.47192 ... 295.98315 279.61237 282.33145],[257.81155 269.35318 234.93044 ... 253.71509 236.98479 239.40762],[0. 0. 0. ... 0. 0. 0.],0,1,5,189
[0.07143233 0.43696594 0.06629567 ... 0.49990088 0.165698   0.41464785],[251.33589 315.31052 266.82474 ... 321.04633 245.2107  284.127  ],[255.73611 318.9375  271.00696 ... 325.95834 252.14583 287.8264 ],[220.2331  286.6483  235.58112 ... 291.56973 218.18808 254.55424],[0. 0. 0. ... 0. 0. 0.],0,1,5,190
"[ 0.33857587  0.4577283   0.34661466 ... -0.03760649  0.04039249
  0.12214532]",[270.58047 307.31033 307.2586  ... 238.6207  245.5747  251.78162],[270.58047 307.31033 307.2586  ... 238.6207  245.5747  251.78162],[223.70164 261.13416 256.39117 ... 194.18253 201.01408 206.80731],[0. 0. 0. ... 0. 0. 0.],0,1,5,191
[0.30492347 0.17268693 0.40721568 ... 0.27868283 0.1250573  0.09525153],[268.22363 258.95303 300.6796  ... 259.53784 224.29065 215.20924],[329.44376 311.60486 358.68692 ... 310.05167 282.18542 272.44986],[272.38977 253.2106  299.9756  ... 256.2417  226.62352 217.36409],[0.         0.         0.03660996 ... 0.         0.         0.        ],0,1,5,192
[0.31447196 0.10648149 0.31861264 ... 0.10195459 0.24050006 0.23801734],[328.38553 304.10843 351.21686 ... 277.95782 290.13855 273.3253 ],[328.38553 304.10843 351.21686 ... 277.95782 290.13855 273.3253 ],[280.67004 258.30542 299.14304 ... 231.26599 245.57306 230.22443],[0.         0.         0.         ... 0.02934579 0.         0.        ],1,1,5,0
"[ 0.2341736  -0.02150577  0.17807396 ...  0.15239578  0.10680413
  0.17245245]",[237.45384 197.12547 233.78174 ... 226.7162  212.78369 202.39494],[286.95477 246.19598 291.15076 ... 284.98492 264.7437  257.11057],[246.26904 205.31197 248.72441 ... 245.73065 225.91501 218.05194],[0.         0.02117474 0.         ... 0.         0.         0.        ],1,1,5,1
[0.2522996  0.12113153 0.3997552  ... 0.06040775 0.1925714  0.15279432],[218.09123 200.46649 251.30727 ... 209.26572 209.96053 196.6194 ],[298.75626 285.1375  343.175   ... 288.45624 301.7125  284.0375 ],[246.53331 231.71468 289.89014 ... 240.01373 251.97444 234.89973],[0.         0.         0.         ... 0.02318984 0.         0.        ],1,1,5,2
[0.11750048 0.01270436 0.10506796 ... 0.07026181 0.12942518 0.        ],[261.7979  244.90593 267.04877 ... 248.59583 253.70035 223.44948],[261.7979  244.90593 267.04877 ... 248.59583 253.70035 223.44948],[232.12473 215.51161 234.20786 ... 219.39224 224.8172  194.33656],[0. 0. 0. ... 0. 0. 0.],1,1,5,3
[0.08401392 0.28076234 0.19717377 ... 0.1689581  0.17016397 0.1962648 ],[196.64001 250.63142 223.10548 ... 216.3647  210.90643 212.28911],[275.67822 319.4109  304.47525 ... 285.94058 280.56436 285.4901 ],[246.23639 287.75467 272.9144  ... 256.80182 252.35002 256.99768],[0. 0. 0. ... 0. 0. 0.],1,1,5,4
[0.357869   0.16874993 0.3347086  ... 0.28966004 0.08068534 0.2546733 ],[309.9592  285.55783 317.4694  ... 305.0068  270.83673 296.7143 ],[309.9592  285.55783 317.4694  ... 305.0068  270.83673 296.7143 ],[258.94583 235.31792 264.29007 ... 258.6515  222.09285 249.13025],[0. 0. 0. ... 0. 0. 0.],1,1,5,5
[0.07924677 0.         0.10023189 ... 0.05701192 0.30878016 0.21477565],[273.44412 259.4253  290.16406 ... 268.2833  317.76514 281.6862 ],[294.7157  280.67648 306.72876 ... 296.4183  341.6307  306.98038],[241.82713 227.48714 250.74608 ... 247.94475 294.2994  258.4019 ],[0.         0.         0.         ... 0.04288134 0.         0.        ],1,1,5,6
[0.28499866 0.18780766 0.24767771 ... 0.01833799 0.16345796 0.21934475],[284.6883  268.1612  284.38657 ... 245.1246  255.6321  261.98892],[287.53937 273.41733 287.38583 ... 251.3307  258.3701  264.9882 ],[263.03513 248.04735 261.85184 ... 227.51044 236.00613 241.40508],[0.         0.         0.         ... 0.         0.03193643 0.        ],1,1,5,7
[0.1899515  0.4146245  0.14343002 ... 0.91163707 0.8661878  0.62534684],[295.49203 330.3247  289.93903 ... 429.11612 412.05472 374.26923],[299.90698 342.16278 294.18604 ... 433.78296 424.82172 378.36435],[273.50607 318.74988 266.9643  ... 408.9858  399.8269  351.66772],[0.         0.         0.         ... 0.06845769 0.         0.        ],1,1,5,8
[0.4028079  0.16852401 0.24992776 ... 0.16196817 0.37038568 0.30618814],[395.0281  370.96704 393.52377 ... 308.15323 351.20782 337.7235 ],[436.54825 407.2237  439.8728  ... 337.8202  380.39035 363.2763 ],[420.61743 389.9992  422.18307 ... 324.22498 366.3467  349.61975],[0.         0.         0.         ... 0.04097587 0.         0.        ],1,1,5,9
"[ 0.22731839 -0.05419908  0.24240893 ...  0.16688566 -0.04838633
  0.17020302]",[243.16934 205.96468 265.39697 ... 261.8003  224.2483  244.40851],[270.63434 233.11568 293.72015 ... 291.1455  249.05597 275.0709 ],[216.54654 178.38535 239.35902 ... 239.53897 197.18893 222.02931],[0. 0. 0. ... 0. 0. 0.],1,1,5,10
[0.         0.21591702 0.22469428 ... 0.04605192 0.01837239 0.35276645],[264.47827 308.27054 313.46378 ... 255.18358 244.92754 293.06763],[264.47827 308.27054 313.46378 ... 255.18358 244.92754 293.06763],[207.88173 250.38885 253.78835 ... 200.79448 189.6472  239.76395],[0.         0.         0.         ... 0.         0.05565663 0.        ],1,1,5,11
[0.26456985 0.1352757  0.25865132 ... 0.03825476 0.07967657 0.19957735],[265.16534 268.8538  293.44965 ... 240.27834 236.24446 255.40857],[288.72833 276.33527 305.0925  ... 248.06358 249.34682 263.9422 ],[268.2803  255.1463  282.12964 ... 228.22086 228.83191 242.4837 ],[0.         0.         0.         ... 0.         0.03321314 0.        ],1,1,5,12
[0.34657794 0.34983253 0.08175676 ... 0.2274038  0.09140096 0.184225  ],[290.81955 305.9246  274.27396 ... 279.59027 252.12802 262.89398],[309.23444 323.95215 285.07178 ... 293.88995 262.4737  275.85168],[281.94016 294.68155 254.84456 ... 267.61612 236.63821 248.47662],[0. 0. 0. ... 0. 0. 0.],1,1,5,13
[0.39443988 0.         0.30551237 ... 0.16977285 0.11214067 0.28992823],[284.74542 218.1821  282.1801  ... 247.0903  235.52373 251.03319],[311.75543 240.24457 306.17392 ... 275.69022 263.04892 283.23914],[289.7825  218.22029 282.99472 ... 255.12718 240.77634 262.72937],[0.         0.03514328 0.         ... 0.         0.02649311 0.        ],1,1,5,14
"[ 0.44154897  0.14374425  0.41046464 ...  0.00538842 -0.03420693
  0.2065571 ]",[365.2403  316.4134  383.21982 ... 299.5821  286.58426 313.8713 ],[395.94595 344.05405 408.25674 ... 320.47974 303.00674 347.6419 ],[342.81577 294.08246 353.66037 ... 271.17844 255.25368 297.75482],[0.         0.         0.         ... 0.         0.03284505 0.        ],1,1,5,15
[0.3072815  0.21343626 0.0433892  ... 0.03377077 0.         0.18167305],[288.13794 291.5271  270.7537  ... 257.91626 234.95566 253.77832],[288.13794 291.5271  270.7537  ... 257.91626 234.95566 253.77832],[256.47388 260.89197 237.8793  ... 226.42754 203.28517 222.91304],[0.         0.         0.         ... 0.         0.02112668 0.        ],1,1,5,16
[0.2760567  0.14168599 0.19097428 ... 0.08298458 0.2453833  0.20085165],[258.00723 233.28009 241.00725 ... 235.35939 261.60577 243.73   ],[278.66333 258.54272 277.17587 ... 256.12564 282.39197 262.82413],[244.51216 225.43605 242.36377 ... 224.35553 249.60379 230.57889],[0.         0.         0.         ... 0.03088042 0.         0.        ],1,1,5,17
"[ 0.11360425 -0.11360425  0.20196065 ...  0.14461988 -0.05446297
  0.17679043]",[254.0257  234.39177 296.98892 ... 264.1214  218.08244 247.71962],[262.65726 242.0318  307.6325  ... 271.80917 225.9682  258.80212],[225.97224 203.76903 268.84906 ... 239.5896  191.57256 225.44075],[0.         0.02522857 0.         ... 0.         0.02342408 0.        ],1,1,5,18
[0.14214592 0.25137174 0.2888538  ... 0.17358723 0.06039489 0.10910758],[236.7851  254.52312 269.89328 ... 245.50247 218.89603 227.6334 ],[252.93709 285.09933 296.0331  ... 264.62582 243.54967 248.4702 ],[220.63939 253.30348 265.24808 ... 234.83784 211.81447 216.4209 ],[0. 0. 0. ... 0. 0. 0.],1,1,5,19
[0.02210094 0.00513761 0.23849785 ... 0.22030057 0.         0.10982833],[262.0658  256.8343  303.54294 ... 284.8466  234.66907 250.96808],[264.66037 260.76886 313.3066  ... 287.37735 240.68396 253.46227],[243.64156 240.73547 291.5173  ... 267.70386 221.43018 234.02295],[0.         0.03134591 0.         ... 0.         0.         0.        ],1,1,5,20
[0.38275343 0.15854977 0.02876334 ... 0.         0.05777229 0.4185935 ],[220.55437 182.72748 191.59814 ... 153.73756 164.92123 190.62387],[338.21606 314.61728 301.79013 ... 260.60495 258.5679  304.4753 ],[284.9346  259.95898 239.17853 ... 204.13147 207.84644 252.27908],[0.        0.        0.        ... 0.        0.0502525 0.       ],1,1,5,21
[0.18197799 0.10932382 0.18693075 ... 0.0660878  0.24959034 0.24401091],[315.9254  313.0612  332.27866 ... 267.47495 283.63684 274.67178],[343.30743 333.75266 368.6078  ... 293.9576  310.93994 299.14136],[292.6422  285.6319  315.3667  ... 247.50986 262.48914 253.31802],[0.         0.         0.         ... 0.04959958 0.         0.        ],1,1,5,22
[0.09782231 0.1877556  0.05355037 ... 0.00185847 0.1801233  0.19189887],[331.17532 345.4434  325.5571  ... 272.95132 303.45776 291.77652],[332.1708  347.2507  326.58954 ... 274.76035 307.34158 292.73004],[265.53717 285.214   259.54477 ... 215.44028 249.19989 227.7204 ],[0.         0.         0.         ... 0.03083663 0.         0.        ],1,1,5,23
[0.33499655 0.15301357 0.2879771  ... 0.12223952 0.23168856 0.08155607],[335.84647 323.132   340.49857 ... 298.14154 300.9769  277.74762],[356.26984 338.0357  368.94843 ... 310.22223 324.6905  291.71033],[313.96536 290.05618 319.54593 ... 265.7585  283.47296 248.89711],[0. 0. 0. ... 0. 0. 0.],1,1,5,24
"[ 0.19610998 -0.01732355 -0.02834117 ...  0.05803743  0.14002822
  0.13582729]",[273.1215  255.93369 269.3873  ... 273.1403  277.907   262.70605],[278.5     259.55045 272.9587  ... 276.58258 281.3624  266.29816],[218.47934 198.8609  210.90298 ... 223.17392 223.4256  213.79227],[0.         0.         0.04547782 ... 0.         0.         0.        ],1,1,5,25
[0.22592132 0.21407895 0.577526   ... 0.21609002 0.09819093 0.03146157],[342.23672 343.76782 441.63678 ... 322.64545 290.70804 273.1373 ],[357.93182 357.2565  455.05194 ... 331.2922  302.70456 282.763  ],[309.49838 311.45987 403.4681  ... 288.40018 258.96973 238.627  ],[0.         0.         0.01653486 ... 0.         0.         0.        ],1,1,5,26
"[ 0.2303751  -0.03342665  0.15083934 ...  0.          0.10220338
  0.32848406]",[299.10046 247.04498 303.16217 ... 236.50851 251.78494 264.27594],[325.34616 280.507   327.7063  ... 261.2937  277.16083 293.9126 ],[274.15552 235.85468 275.1992  ... 216.76807 231.43132 246.4623 ],[0.         0.         0.06084569 ... 0.         0.04551419 0.        ],1,1,5,27
[0.13543373 0.03710451 0.1335323  ... 0.0969572  0.02257873 0.38434613],[317.26666 296.91537 322.4718  ... 280.9718  267.3051  319.37692],[317.26666 296.91537 322.4718  ... 280.9718  267.3051  319.37692],[257.6738  237.9901  264.48105 ... 230.69476 211.56839 263.99487],[0.         0.         0.         ... 0.         0.05268631 0.        ],1,1,5,28
[0.07486659 0.03329529 0.10316214 ... 0.13558988 0.11050041 0.14564116],[222.6171  227.7407  240.19621 ... 240.16614 235.27579 234.73582],[241.63934 244.24043 257.9727  ... 259.30054 250.48088 254.34427],[204.39201 206.84602 219.49957 ... 224.87253 215.26094 219.46823],[0. 0. 0. ... 0. 0. 0.],1,1,5,29
[0.09554818 0.1784209  0.37997043 ... 0.00256024 0.09884284 0.29722655],[285.44534 309.8763  348.1444  ... 238.65875 253.85033 270.5135 ],[308.0209  335.03485 382.3275  ... 265.56793 280.31012 302.01047],[265.24728 291.03644 336.60983 ... 221.525   237.35799 261.0213 ],[0.         0.05052829 0.         ... 0.         0.03938836 0.        ],1,1,5,30
[0.23266393 0.22007327 0.24680836 ... 0.03310208 0.04789852 0.        ],[313.17227 332.4748  362.64706 ... 277.93277 282.7479  248.0126 ],[313.17227 332.4748  362.64706 ... 277.93277 282.7479  248.0126 ],[219.36667 235.19939 257.513   ... 186.18526 185.49815 153.81696],[0. 0. 0. ... 0. 0. 0.],1,1,5,31
[0.5150102  0.17042634 0.1636889  ... 0.43246743 0.28746998 0.5454127 ],[322.3161  278.05798 281.1982  ... 301.29688 273.25754 303.56824],[351.81482 297.9894  306.18518 ... 321.8783  298.92593 327.1164 ],[287.84097 235.36232 242.91286 ... 265.32486 239.32887 272.3125 ],[0.         0.         0.         ... 0.         0.03457669 0.        ],1,1,5,32
[0.6780033  0.88994217 1.0582429  ... 0.14598757 0.0871508  0.14463235],[400.25595 448.78705 490.69757 ... 284.97955 271.72437 277.03122],[455.969   507.9186  551.7093  ... 332.21704 313.23254 320.89923],[387.77457 440.19547 477.9649  ... 268.7234  246.99112 256.88623],[0.         0.03752581 0.         ... 0.         0.         0.        ],1,1,5,33
[0.27911776 0.18324898 0.07209077 ... 0.1566636  0.14742263 0.31071633],[283.79193 283.7733  270.382   ... 271.83542 252.90683 270.45963],[283.79193 283.7733  270.382   ... 271.83542 252.90683 270.45963],[237.44899 238.63911 220.38724 ... 226.75711 208.41269 227.59016],[0.         0.         0.         ... 0.         0.02714779 0.        ],1,1,5,34
[0.29909408 0.11043623 0.02094321 ... 0.09800043 0.06997321 0.12180769],[269.95053 246.8233  235.78043 ... 227.43613 221.16457 230.57866],[308.93054 283.89352 266.25464 ... 257.40277 250.62038 257.90277],[277.31235 250.3646  234.07297 ... 230.08545 222.70555 229.90144],[0. 0. 0. ... 0. 0. 0.],1,1,5,35
[0.33646005 0.32119107 0.14411262 ... 0.01579333 0.         0.273995  ],[214.59451 224.06775 202.52919 ... 178.5811  164.7185  199.87805],[306.12442 310.8802  280.7788  ... 247.54839 237.08295 277.8802 ],[287.02176 291.9916  261.63962 ... 229.57721 217.97191 259.58966],[0.         0.         0.         ... 0.         0.03751522 0.        ],1,1,5,36
[0.09598807 0.05822276 0.17738953 ... 0.17157887 0.3424755  0.2214831 ],[277.91684 289.64972 317.58395 ... 282.11    303.29004 278.8539 ],[280.91696 290.75452 318.80145 ... 283.3177  304.91696 280.26355],[231.2373  241.00162 266.38095 ... 236.66653 257.99484 232.76788],[0.         0.         0.         ... 0.03093624 0.         0.        ],1,1,5,37
[0.1858845  0.0277591  0.10150632 ... 0.04439326 0.1406318  0.18326558],[278.1263  248.80351 273.05966 ... 250.06667 264.04913 262.65613],[278.1263  248.80351 273.05966 ... 250.06667 264.04913 262.65613],[235.70656 209.67064 231.55731 ... 212.74876 227.50145 225.05591],[0.       0.       0.       ... 0.027037 0.       0.      ],1,1,5,38
[0.279202   0.14914377 0.2980378  ... 0.0837193  0.05037292 0.17346202],[344.49258 316.44214 353.365   ... 278.14838 267.1632  279.72998],[344.49258 316.44214 353.365   ... 278.14838 267.1632  279.72998],[303.50644 276.66815 310.443   ... 240.56229 228.56969 241.54326],[0.         0.         0.         ... 0.         0.02284218 0.        ],1,1,5,39
[0.17218433 0.11604377 0.07046921 ... 0.10400987 0.02336972 0.19812472],[270.20306 264.89313 252.62334 ... 259.7183  241.75868 281.854  ],[296.7561  286.      283.7352  ... 284.93033 264.72125 300.03137],[280.5626  269.98566 266.90732 ... 270.04626 249.70972 285.32632],[0.         0.         0.         ... 0.         0.03085575 0.        ],1,1,5,40
"[ 0.8471073   0.71316373  0.9994227  ... -0.04072876  0.03561622
  0.1678663 ]",[409.3292  395.83624 455.29825 ... 232.60228 250.23291 264.86145],[438.4834  425.56796 488.99698 ... 257.48038 275.96375 292.97885],[383.83215 366.99808 428.58234 ... 210.76103 225.57275 242.92659],[0.         0.         0.05038205 ... 0.         0.02379821 0.        ],1,1,5,41
[0.36421996 0.17236242 0.43627575 ... 0.1836114  0.19802395 0.04743133],[328.53143 297.59067 362.40295 ... 284.98758 283.95078 254.13208],[349.32297 316.31366 376.77017 ... 301.59317 300.80746 268.10248],[316.47833 283.65158 343.92618 ... 271.47067 270.34436 238.25172],[0.         0.03182992 0.         ... 0.01410856 0.         0.        ],1,1,5,42
[0.09648898 0.32784516 0.22813784 ... 0.18531711 0.1293731  0.3046282 ],[245.5618  284.8613  273.72583 ... 255.4335  232.87819 243.16084],[304.0297  348.89603 335.95544 ... 302.4901  282.9703  305.69305],[265.65195 313.23032 293.4745  ... 268.2159  246.23851 267.5505 ],[0.         0.         0.03627899 ... 0.         0.02852633 0.        ],1,1,5,43
"[ 0.19900878 -0.11932198  0.32176492 ...  0.2624167   0.12713394
  0.06800584]",[288.50812 251.51219 348.84552 ... 293.2805  260.57318 243.53252],[288.50812 251.51219 348.84552 ... 293.2805  260.57318 243.53252],[232.49733 195.70941 286.34793 ... 240.89464 205.93503 190.29391],[0.         0.03004743 0.         ... 0.         0.         0.        ],1,1,5,44
"[ 0.31947166  0.24797517  0.00764809 ...  0.14048338 -0.02357003
  0.18760753]",[261.42056 266.87164 228.03833 ... 233.03412 192.87753 236.80273],[302.53384 312.18045 269.57895 ... 266.04886 229.7218  267.39474],[284.01694 294.0209  250.53046 ... 248.67368 212.27776 250.4118 ],[0. 0. 0. ... 0. 0. 0.],1,1,5,45
