dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
"[-0.04136243 -0.033172   -0.02313711 ...  0.08061317 -0.13433182
 -0.08737875]","[ -0.8339768   -0.74131274  -0.4864865  ... 299.39383    247.84557
 262.0695    ]","[ -0.8339768   -0.74131274  -0.4864865  ... 299.39383    247.84557
 262.0695    ]","[ -0.7457834   -0.6412724   -0.48434746 ... 230.32422    180.78862
 191.58551   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,42
"[-0.02563616 -0.0218579  -0.02320303 ... -0.03653266 -0.18447508
  0.07135233]","[ -0.53974897  -0.47698745  -0.63179916 ... 288.841      253.17574
 311.07114   ]","[ -0.53974897  -0.47698745  -0.63179916 ... 288.841      253.17574
 311.07114   ]","[ -0.50454736  -0.5086528   -0.5419467  ... 218.8225     187.12808
 243.46239   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,43
"[-0.02655561 -0.02628474 -0.00541774 ... -0.07266926 -0.17622763
  0.10092472]","[ -0.45713735  -0.53234416  -0.36013854 ... 241.11562    224.16426
 276.07486   ]","[ -0.6325301   -0.59638554  -0.5180723  ... 274.5723     246.81325
 310.9759    ]","[ -0.5758833   -0.57000935  -0.47098464 ... 217.17473    189.5759
 254.84068   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,44
"[-0.02360635 -0.00346622 -0.02013731 ... -0.08839896  0.10470691
 -0.0400952 ]","[-6.2114537e-01 -1.7621145e-01 -3.8766521e-01 ...  2.8284140e+02
  3.1130396e+02  2.7783701e+02]","[-6.2114537e-01 -1.7621145e-01 -3.8766521e-01 ...  2.8284140e+02
  3.1130396e+02  2.7783701e+02]","[-4.2831534e-01 -6.2891297e-02 -3.6537272e-01 ...  2.0225258e+02
  2.3121820e+02  1.9712148e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,45
"[-0.01788155 -0.01558705 -0.01111709 ...  0.          0.16179198
  0.05942447]","[ -0.6         -0.52307695  -0.34615386 ... 286.96924    320.8154
 298.7923    ]","[ -0.6         -0.52307695  -0.34615386 ... 286.96924    320.8154
 298.7923    ]","[ -0.44882268  -0.39123118  -0.2790363  ... 229.32983    266.6007
 243.59715   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,46
"[-0.01765063 -0.04333939 -0.02376456 ...  0.1440818  -0.00734641
  0.201938  ]","[-2.7969348e-01 -6.8965518e-01 -3.8697317e-01 ...  3.3101151e+02
  2.9779309e+02  3.4440613e+02]","[-2.7969348e-01 -6.8965518e-01 -3.8697317e-01 ...  3.3101151e+02
  2.9779309e+02  3.4440613e+02]","[-2.8995720e-01 -7.1196169e-01 -3.9039442e-01 ...  2.8017993e+02
  2.4523683e+02  2.9138608e+02]",[0.       0.       0.       ... 0.       0.024685 0.      ],5,1,5,47
"[-0.0183312  -0.01524273 -0.01786947 ... -0.07605625  0.03472346
 -0.1265503 ]","[ -0.3511111   -0.36888888  -0.4311111  ... 259.1111     285.94223
 242.45334   ]","[ -0.3511111   -0.36888888  -0.4311111  ... 259.1111     285.94223
 242.45334   ]","[ -0.32082742  -0.26677382  -0.31274626 ... 202.76224    228.50536
 187.5723    ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,48
"[-0.04173706 -0.01995011 -0.01369128 ...  0.04862769  0.23814714
 -0.00506424]","[-7.8995949e-01 -5.0683790e-01 -2.9212576e-01 ...  2.6870920e+02
  3.1875388e+02  2.5504094e+02]","[-8.5079366e-01 -4.4761905e-01 -2.6984128e-01 ...  3.2033017e+02
  3.6716507e+02  3.0458414e+02]","[-7.5035924e-01 -3.5866803e-01 -2.4614531e-01 ...  2.4667343e+02
  2.9260718e+02  2.3418524e+02]",[0.         0.         0.         ... 0.02649511 0.         0.        ],5,1,5,49
"[ 0.04762687 -0.02176896  0.00905425 ... -0.06405889 -0.00453056
 -0.0124145 ]","[ 5.5769229e-01 -3.6538461e-01  5.3846154e-02 ...  2.4423846e+02
  2.5521153e+02  2.5423462e+02]","[ 5.5769229e-01 -3.6538461e-01  5.3846154e-02 ...  2.4423846e+02
  2.5521153e+02  2.5423462e+02]","[ 5.98597765e-01 -2.73602992e-01  1.13798216e-01 ...  1.96085831e+02
  2.08321106e+02  2.05678040e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,50
"[-0.02572807 -0.00350881  0.001628   ...  0.05683944 -0.0094207
  0.1044848 ]","[-3.6111110e-01 -1.5277778e-01 -6.9444448e-02 ...  2.5773611e+02
  2.4438426e+02  2.6642130e+02]","[-3.6111110e-01 -1.5277778e-01 -6.9444448e-02 ...  2.5773611e+02
  2.4438426e+02  2.6642130e+02]","[-2.9959103e-01 -1.3044420e-01 -8.9585766e-02 ...  2.0949600e+02
  1.9553389e+02  2.1897903e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,51
"[-0.02447059  0.         -0.00117454 ... -0.06922628 -0.09237216
  0.00704104]","[ -0.34055322  -0.36578953  -0.3309984  ... 250.94649    246.22485
 274.16724   ]","[-3.6614174e-01 -2.6771653e-01 -2.7559054e-01 ...  2.9499606e+02
  2.9055511e+02  3.1270471e+02]","[-5.0340158e-01 -2.0439398e-01 -2.2855617e-01 ...  2.4260471e+02
  2.3616946e+02  2.6046600e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,52
"[ 0.09932278 -0.00660713 -0.02039693 ... -0.15155289 -0.03420617
 -0.02455341]","[ 1.6323969e+00 -1.5379155e-02 -9.1281706e-01 ...  1.6101328e+02
  1.8148055e+02  1.8832474e+02]","[ 1.5981308e+00 -9.3457945e-02 -2.4766356e-01 ...  2.6377570e+02
  2.9096262e+02  2.9748132e+02]","[ 1.7488706e+00 -1.1633808e-01 -3.5914814e-01 ...  1.8601375e+02
  2.1296153e+02  2.1966507e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,53
"[ 0.00023255 -0.0102086  -0.00630621 ... -0.02728338  0.1187432
 -0.10991722]",[nan nan nan ... nan nan nan],"[ 1.8032786e-01 -2.8415301e-01 -1.9672132e-01 ...  2.6608743e+02
  2.9808743e+02  2.4369398e+02]","[ 4.7416622e-03 -2.0815301e-01 -1.2858339e-01 ...  2.1145752e+02
  2.4467007e+02  1.9260889e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,54
"[-0.03178219  0.08094718 -0.03934741 ...  0.05404856  0.10296599
 -0.05131492]","[ -0.54545456   1.4283959   -0.7299092  ... 272.63895    286.93915
 253.40805   ]","[ -0.5714286   1.4243697  -0.7605042 ... 278.55463   291.61343
 256.66806  ]","[ -0.56312156   1.4342343   -0.69716334 ... 218.41507    229.00499
 195.60541   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,55
"[-0.00946499 -0.03457426 -0.02615033 ... -0.02248256  0.06169966
  0.11918724]","[-2.5198323e-01 -4.3053436e-01 -3.1371203e-01 ...  2.6282828e+02
  2.7319034e+02  2.8430591e+02]","[-2.9714286e-01 -5.3714287e-01 -4.7714287e-01 ...  3.0643143e+02
  3.1479715e+02  3.3365714e+02]","[-1.22037254e-01 -5.67821741e-01 -4.59207505e-01 ...  1.78010590e+02
  1.92693787e+02  2.02720871e+02]",[0.         0.         0.         ... 0.         0.02035861 0.        ],5,1,5,56
"[ 0.06254553 -0.01779565 -0.01192823 ...  0.02929326 -0.03514845
 -0.1286935 ]","[  1.4295775   -0.48591548  -0.35211268 ... 295.2465     285.79578
 264.4507    ]","[  1.4295775   -0.48591548  -0.35211268 ... 295.2465     285.79578
 264.4507    ]","[  1.4758075  -0.4199014  -0.2814554 ... 224.61282   216.75049
 194.39502  ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,57
"[-0.02944254 -0.01843797  0.05423054 ...  0.10528092 -0.14519358
  0.03101342]","[ -0.6727273   -0.38181818   0.8666667  ... 287.30304    234.54546
 271.31516   ]","[ -0.6727273   -0.38181818   0.8666667  ... 287.30304    234.54546
 271.31516   ]","[ -0.53407764  -0.33445847   0.88528395 ... 226.8985     173.76923
 211.85422   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,58
"[-0.04017714 -0.02360921 -0.00646054 ... -0.01980997  0.04558939
 -0.00573297]","[-7.5641024e-01 -5.3418803e-01 -1.3675214e-01 ...  2.8973932e+02
  3.0511966e+02  2.9234189e+02]","[-7.5641024e-01 -5.3418803e-01 -1.3675214e-01 ...  2.8973932e+02
  3.0511966e+02  2.9234189e+02]","[-7.9439247e-01 -4.6680722e-01 -1.2773941e-01 ...  2.1731822e+02
  2.3222067e+02  2.2052592e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,59
"[-0.04200127 -0.01486386  0.02549421 ...  0.05939238  0.06531487
  0.03287633]","[-5.4924244e-01 -3.1818181e-01  2.3863636e-01 ...  2.6550000e+02
  2.6565909e+02  2.6123865e+02]","[-5.4924244e-01 -3.1818181e-01  2.3863636e-01 ...  2.6550000e+02
  2.6565909e+02  2.6123865e+02]","[ -0.61498505  -0.35772625   0.233199   ... 208.80368    210.07793
 203.03485   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,60
"[-0.00963569 -0.01674429  0.00496506 ...  0.1276821   0.04671599
  0.06101673]","[-8.2016103e-02 -3.8110465e-01  4.6668984e-02 ...  3.0324783e+02
  2.8611203e+02  2.9637445e+02]","[-1.2962963e-01 -3.6111110e-01  3.2407407e-02 ...  3.0500464e+02
  2.8877777e+02  2.9813889e+02]","[-1.6860215e-01 -2.9298592e-01  8.6876877e-02 ...  2.5274969e+02
  2.3437091e+02  2.4196429e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,61
"[ 0.00676119 -0.01090655 -0.00323093 ... -0.02990744 -0.04493677
  0.07310967]","[ 5.1724140e-02 -2.7011493e-01 -1.1494253e-01 ...  2.5195976e+02
  2.4777586e+02  2.7412070e+02]","[ 5.1724140e-02 -2.7011493e-01 -1.1494253e-01 ...  2.5195976e+02
  2.4777586e+02  2.7412070e+02]","[ 1.1779240e-01 -1.9001214e-01 -5.6288745e-02 ...  2.1031677e+02
  2.0561095e+02  2.3349309e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,62
"[-0.006086   -0.02146233 -0.00391736 ...  0.11825643 -0.08044438
  0.12320706]","[-1.1290322e-01 -5.9139782e-01 -3.3333334e-01 ...  2.9974731e+02
  2.5922043e+02  3.0274194e+02]","[-1.1290322e-01 -5.9139782e-01 -3.3333334e-01 ...  2.9974731e+02
  2.5922043e+02  3.0274194e+02]","[-2.5346959e-01 -5.8477837e-01 -2.7979350e-01 ...  2.5874106e+02
  2.1393587e+02  2.6114246e+02]",[0.        0.        0.        ... 0.        0.0220202 0.       ],5,1,5,63
"[-0.03130108  0.00664273 -0.01013823 ... -0.01186929  0.
 -0.05630064]","[-7.2185433e-01 -1.9867551e-02 -3.6423841e-01 ...  2.8247681e+02
  2.8599338e+02  2.7335760e+02]","[-7.2185433e-01 -1.9867551e-02 -3.6423841e-01 ...  2.8247681e+02
  2.8599338e+02  2.7335760e+02]","[-6.9982296e-01  6.4238578e-02 -3.1094638e-01 ...  2.2539690e+02
  2.2811244e+02  2.1633054e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,64
"[-0.00509145 -0.0042995  -0.0029986  ...  0.02988908 -0.0021817
  0.03518002]","[-7.1881607e-02 -1.0696360e-01 -6.7735903e-02 ...  2.7128198e+02
  2.6833569e+02  2.7685107e+02]","[-1.1627907e-01 -1.1162791e-01 -1.3023256e-01 ...  2.7784650e+02
  2.7352557e+02  2.8046048e+02]","[-8.9127555e-02 -7.5264268e-02 -6.4939626e-02 ...  2.2309387e+02
  2.1604016e+02  2.2375404e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,65
"[-0.03519894 -0.00055561  0.         ...  0.01007813  0.01665816
 -0.19282305]","[-8.8111889e-01 -2.7972028e-01 -3.3566433e-01 ...  2.9285315e+02
  2.9616083e+02  2.5056644e+02]","[-8.8111889e-01 -2.7972028e-01 -3.3566433e-01 ...  2.9285315e+02
  2.9616083e+02  2.5056644e+02]","[ -0.6875155   -0.24367146  -0.23281918 ... 218.0703     221.1549
 178.52733   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,66
"[-0.02111504 -0.02686753 -0.00271468 ... -0.02661435 -0.00860347
  0.        ]","[-5.6768560e-01 -6.5502185e-01 -2.2707424e-01 ...  2.8920523e+02
  2.9487772e+02  2.9322272e+02]","[-5.6768560e-01 -6.5502185e-01 -2.2707424e-01 ...  2.8920523e+02
  2.9487772e+02  2.9322272e+02]","[-4.6109736e-01 -5.8584535e-01 -1.3972129e-01 ...  2.2518489e+02
  2.2393637e+02  2.2584129e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,67
"[-0.0175506  -0.01297958 -0.02674312 ...  0.18254569 -0.06518248
  0.1424581 ]","[ -0.4269006   -0.35672516  -0.5146199  ... 295.6491     243.8538
 289.21637   ]","[ -0.4269006   -0.35672516  -0.5146199  ... 295.6491     243.8538
 289.21637   ]","[ -0.3092521   -0.34329787  -0.61052895 ... 242.21785    189.10857
 234.31354   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,68
"[-0.03989382 -0.00495965  0.02549707 ...  0.07156463  0.
 -0.10634923]","[-7.1219510e-01 -1.0243902e-01  3.0731708e-01 ...  2.8939999e+02
  2.7755609e+02  2.5381952e+02]","[-7.1219510e-01 -1.0243902e-01  3.0731708e-01 ...  2.8939999e+02
  2.7755609e+02  2.5381952e+02]","[-6.4001691e-01 -7.9567738e-02  4.0904975e-01 ...  2.3931783e+02
  2.2363629e+02  2.0033263e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,69
"[ 0.00258319 -0.00468649 -0.01596906 ... -0.06134839 -0.00157728
  0.22485952]","[-1.0488453e-01 -3.5132146e-01 -4.5860991e-01 ...  2.5764426e+02
  2.7832932e+02  3.3258224e+02]","[-7.6142132e-02 -3.2994923e-01 -4.4162437e-01 ...  2.7082742e+02
  2.8424872e+02  3.3833502e+02]","[ 5.3391099e-02 -2.3691678e-01 -4.7011277e-01 ...  2.1634125e+02
  2.2947191e+02  2.8455945e+02]",[0.         0.         0.         ... 0.         0.03210412 0.        ],5,1,5,70
"[-0.02711253 -0.03449039  0.09609989 ... -0.1777182   0.22237977
 -0.03562634]","[ -0.6315789  -0.8486842   2.2368422 ... 245.45395   331.55264
 268.44736  ]","[ -0.6315789  -0.8486842   2.2368422 ... 245.45395   331.55264
 268.44736  ]","[ -0.6265291  -0.7970202   2.2207215 ... 180.95412   267.89478
 208.21428  ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,71
"[-0.03212492 -0.0226242  -0.02232821 ...  0.00387005  0.03118946
  0.02862428]","[ -0.33083594  -0.49649274  -0.4756488  ... 241.72975    236.92451
 230.09276   ]","[ -0.40343347  -0.42060086  -0.52360517 ... 278.41202    277.65665
 279.88412   ]","[ -0.45129573  -0.31782812  -0.43640405 ... 212.6714     214.93169
 217.99773   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,72
"[-0.00918914  0.03224276 -0.01505172 ... -0.14188844 -0.13610148
  0.        ]","[-2.9333332e-01  6.1333334e-01 -4.9333334e-01 ...  2.6975333e+02
  2.6389999e+02  2.9527335e+02]","[-2.9333332e-01  6.1333334e-01 -4.9333334e-01 ...  2.6975333e+02
  2.6389999e+02  2.9527335e+02]","[-1.9454348e-01  6.8261248e-01 -3.7576395e-01 ...  2.1429735e+02
  2.1166306e+02  2.4145180e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,73
"[-0.03768983 -0.00788073 -0.02182435 ... -0.03453334  0.16285719
  0.10787959]","[ -0.79268295  -0.4390244   -0.5934959  ... 270.34146    316.84146
 302.5935    ]","[ -0.79268295  -0.4390244   -0.5934959  ... 270.34146    316.84146
 302.5935    ]","[ -0.667936    -0.35932034  -0.63267815 ... 211.26552    256.37555
 243.81143   ]",[0.         0.         0.         ... 0.02710495 0.         0.        ],5,1,5,74
"[-0.02176438 -0.03222145 -0.00141627 ... -0.06886149  0.11786252
 -0.05914761]","[-4.4444445e-01 -7.7777779e-01 -9.2592590e-02 ...  2.6938272e+02
  3.0558643e+02  2.7067285e+02]","[-4.4444445e-01 -7.7777779e-01 -9.2592590e-02 ...  2.6938272e+02
  3.0558643e+02  2.7067285e+02]","[-4.5955750e-01 -6.8035984e-01 -1.6427749e-01 ...  1.9442726e+02
  2.3306642e+02  1.9642668e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,75
"[-0.01882914 -0.03030855 -0.0331429  ...  0.00088523  0.0287694
 -0.0798525 ]","[ -0.29575658  -0.5508731   -0.66417056 ... 261.2247     266.19244
 237.96329   ]","[ -0.36888888  -0.60444444  -0.73333335 ... 266.02222    271.56
 246.94667   ]","[ -0.34620878  -0.5294256   -0.6434059  ... 218.41779    224.96696
 200.05737   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,76
"[-0.05991725 -0.00738132  0.09598444 ... -0.0298949  -0.02752863
  0.05100686]","[-1.0000000e+00 -2.0888889e-01  1.1733333e+00 ...  2.6021335e+02
  2.6086221e+02  2.7256445e+02]","[-1.0000000e+00 -2.0888889e-01  1.1733333e+00 ...  2.6021335e+02
  2.6086221e+02  2.7256445e+02]","[-7.8391403e-01 -9.6571900e-02  1.1592191e+00 ...  1.8304002e+02
  1.8350484e+02  1.9889384e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,77
"[-0.01285348  0.0323185  -0.00114297 ...  0.0225791   0.0015401
  0.00463386]","[ -0.3257143    0.40571427  -0.2857143  ... 280.48572    271.05713
 273.52      ]","[ -0.3257143    0.40571427  -0.2857143  ... 280.48572    271.05713
 273.52      ]","[-1.9705258e-01  4.9546462e-01 -9.6827954e-02 ...  2.0060928e+02
  1.9638956e+02  1.9730945e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,78
"[-0.00999484 -0.02541614  0.11687824 ... -0.05283147  0.1660198
  0.00265337]","[ -0.37587115  -0.3924245    1.7799054  ... 219.40431    254.7773
 231.11006   ]","[-2.2580644e-01 -4.4354838e-01  1.8306452e+00 ...  2.9091934e+02
  3.4070969e+02  3.0344354e+02]","[-1.7927071e-01 -4.5587209e-01  1.9170949e+00 ...  2.2333290e+02
  2.7474811e+02  2.3587421e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,79
"[-0.00175019  0.05008437 -0.04615957 ...  0.00415701 -0.01050332
  0.05640408]","[-1.5807560e-01  6.6323024e-01 -8.1786942e-01 ...  2.7862543e+02
  2.6999313e+02  2.8557733e+02]","[-1.5807560e-01  6.6323024e-01 -8.1786942e-01 ...  2.7862543e+02
  2.6999313e+02  2.8557733e+02]","[-2.6445337e-02  7.5677550e-01 -6.9747162e-01 ...  2.1754004e+02
  2.1217111e+02  2.2671420e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,80
"[-0.02911723  0.05782385 -0.00278003 ... -0.22755961 -0.05820364
  0.03407962]","[-6.0975611e-01  1.2764227e+00 -4.0650405e-02 ...  2.3298373e+02
  2.7168292e+02  2.9095935e+02]","[-6.0975611e-01  1.2764227e+00 -4.0650405e-02 ...  2.3298373e+02
  2.7168292e+02  2.9095935e+02]","[-6.8704689e-01  1.3644050e+00 -6.5597281e-02 ...  1.7066087e+02
  2.0702774e+02  2.2684431e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,81
"[-0.01390715 -0.03134705  0.02061726 ... -0.12301051  0.17898162
 -0.09084431]","[-2.8900737e-01 -7.9271662e-01  3.0900794e-01 ...  2.6780475e+02
  3.3955814e+02  2.6796671e+02]","[-3.0555555e-01 -6.4583331e-01  3.1250000e-01 ...  2.7492014e+02
  3.4411459e+02  2.7850696e+02]","[-2.3814127e-01 -5.3677619e-01  3.5304287e-01 ...  2.1302518e+02
  2.8436526e+02  2.2060782e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,82
"[ 0.02151576 -0.01686834  0.00404068 ...  0.0534619  -0.1466216
  0.15089862]",[nan nan nan ... nan nan nan],"[ 3.5078534e-01 -4.1884816e-01  9.9476442e-02 ...  2.8583771e+02
  2.3747644e+02  3.0713614e+02]","[ 4.3532783e-01 -3.4129670e-01  8.1755035e-02 ...  2.2824883e+02
  1.8221915e+02  2.5066289e+02]",[0.         0.         0.         ... 0.         0.02674312 0.        ],5,1,5,83
"[-0.03619229 -0.0108915  -0.0063397  ...  0.         -0.13261881
  0.0143417 ]","[ -0.7052498    0.920784    -0.47024205 ... 236.65938    204.89699
 242.76805   ]","[-7.4261606e-01 -2.3206751e-01 -2.3206751e-01 ...  2.7372574e+02
  2.4497469e+02  2.8158228e+02]","[-6.3501495e-01 -2.5964528e-01 -1.7978135e-01 ...  2.1844588e+02
  1.9133354e+02  2.2595889e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,84
"[-0.01071576  0.00271252  0.00961799 ...  0.08309    -0.0537328
 -0.11840539]","[-2.8122193e-01  2.7330944e-02  9.1472976e-02 ...  2.8663672e+02
  2.5688089e+02  2.4395029e+02]","[-2.6086956e-01 -1.4492754e-02  1.0628019e-01 ...  2.8842511e+02
  2.5898550e+02  2.4576811e+02]","[-1.8714616e-01  4.7373042e-02  1.6797414e-01 ...  2.3418120e+02
  2.0371718e+02  1.8931764e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,85
"[-0.00625229 -0.0105412   0.00410441 ...  0.04083297 -0.06250194
 -0.05962691]","[-2.2900763e-01 -3.5114503e-01 -3.0534351e-02 ...  2.8641220e+02
  2.6617557e+02  2.6724426e+02]","[-2.2900763e-01 -3.5114503e-01 -3.0534351e-02 ...  2.8641220e+02
  2.6617557e+02  2.6724426e+02]","[-1.4987876e-01 -2.5269163e-01  3.5169065e-02 ...  2.1451355e+02
  1.9246326e+02  1.9623576e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,86
"[-0.04126716 -0.04009966 -0.02662025 ... -0.06317384 -0.08956762
  0.        ]","[ -0.7975734   -0.730415    -0.65634763 ... 257.67258    252.94211
 266.98804   ]","[ -0.8442623   -0.795082    -0.73770493 ... 267.63934    262.14343
 281.61887   ]","[ -0.71884245  -0.6985054   -0.6466378  ... 218.70113    212.41463
 233.74281   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,87
"[ 0.03761817 -0.03083815 -0.01937503 ...  0.05923988 -0.03499285
 -0.00287208]","[  0.3669611  -0.5674902  -0.6156367 ... 236.49136   210.2047
 236.54941  ]","[  0.6269231  -0.8769231  -0.5769231 ... 315.18076   288.01538
 299.28845  ]","[  0.7695451   -0.8809293   -0.64643127 ... 236.93939    214.7782
 222.32848   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,88
"[-0.01220625 -0.02849399 -0.02029005 ...  0.13083708  0.06496039
 -0.06054892]","[-2.2746781e-01 -5.1502144e-01 -6.3948500e-01 ...  3.2207724e+02
  3.0704721e+02  2.8435193e+02]","[-2.2746781e-01 -5.1502144e-01 -6.3948500e-01 ...  3.2207724e+02
  3.0704721e+02  2.8435193e+02]","[-2.1867409e-01 -5.1046759e-01 -5.8216876e-01 ...  2.6119818e+02
  2.4843126e+02  2.2137776e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,89
"[ 0.19833599 -0.0259484  -0.02606289 ... -0.08101962 -0.04697873
  0.01367241]","[  2.7638888  -0.4097222  -0.4861111 ... 240.9375    247.70139
 257.70834  ]","[  2.7638888  -0.4097222  -0.4861111 ... 240.9375    247.70139
 257.70834  ]","[  2.8897438   -0.37806666  -0.38193557 ... 176.72296    183.18564
 192.0971    ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,90
"[-0.00664002 -0.04323871 -0.01617266 ...  0.          0.17828311
  0.01551953]","[-1.2307692e-01 -6.0512823e-01 -4.0000001e-01 ...  3.2625128e+02
  3.7383591e+02  3.4431284e+02]","[-1.2307692e-01 -6.0512823e-01 -4.0000001e-01 ...  3.2625128e+02
  3.7383591e+02  3.4431284e+02]","[-1.1071391e-01 -7.2095013e-01 -3.1410959e-01 ...  2.4525749e+02
  2.9295209e+02  2.5836212e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,91
"[-0.053245    0.09164529 -0.00569248 ...  0.05115381  0.11844609
 -0.03089219]","[-1.0573249e+00  1.5159236e+00 -8.9171976e-02 ...  2.6364969e+02
  2.7737579e+02  2.4642676e+02]","[-1.0573249e+00  1.5159236e+00 -8.9171976e-02 ...  2.6364969e+02
  2.7737579e+02  2.4642676e+02]","[-9.0287137e-01  1.5540221e+00 -9.6526898e-02 ...  2.1001021e+02
  2.2269177e+02  1.9319666e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,92
"[-0.03487721 -0.02906961  0.03124436 ... -0.01207967  0.07445654
 -0.0336974 ]","[ -0.6533865   -0.55378485   0.4302789  ... 275.95218    291.6733
 270.5458    ]","[ -0.6533865   -0.55378485   0.4302789  ... 275.95218    291.6733
 270.5458    ]","[ -0.5586366   -0.46561489   0.43685874 ... 211.93864    231.38544
 208.21507   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,93
"[-0.04042989 -0.03416628 -0.00652004 ...  0.01179461  0.03221153
  0.16053982]","[ -0.6236559   -0.65591395  -0.49462366 ... 293.05017    289.1828
 323.9068    ]","[ -0.6236559   -0.65591395  -0.49462366 ... 293.05017    289.1828
 323.9068    ]","[ -0.6687828  -0.5651715  -0.4232678 ... 229.1994    233.95386
 263.9542   ]",[0.         0.         0.         ... 0.         0.02578016 0.        ],5,1,5,94
"[ 0.0885107  -0.03961807 -0.02616862 ...  0.09445515  0.05791554
 -0.06511429]","[  1.7511312   -0.78280544  -0.4524887  ... 303.44797    289.77374
 267.54752   ]","[  1.7511312   -0.78280544  -0.4524887  ... 303.44797    289.77374
 267.54752   ]","[  1.6498698   -0.7384945   -0.48779216 ... 244.20323    233.22966
 205.24533   ]",[0. 0. 0. ... 0. 0. 0.],5,1,5,95
"[ 0.00299379  0.00523512 -0.04368443 ...  0.1345298   0.15319686
  0.07468016]","[-2.4390243e-02  9.7560976e-03 -6.6341466e-01 ...  2.8514145e+02
  2.9317560e+02  2.7382440e+02]","[-2.4390243e-02  9.7560976e-03 -6.6341466e-01 ...  2.8514145e+02
  2.9317560e+02  2.7382440e+02]","[ 4.5427937e-02  7.9437919e-02 -6.6286916e-01 ...  2.4882864e+02
  2.5483302e+02  2.3727975e+02]",[0. 0. 0. ... 0. 0. 0.],5,1,5,96
