dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
[2.1992426 1.6448913 2.556661  ... 2.2590442 3.9055774 4.261203 ],[548.14667 532.8587  575.46436 ... 478.55356 513.36304 470.04666],[606.9687  594.8727  651.12524 ... 537.6367  585.5804  532.8998 ],[174.09927 147.7536  194.78052 ... 147.86108 189.14073 158.44969],[0.         0.         0.32410812 ... 0.29226828 0.20075835 0.        ],2,2,5,151
[0.7735749  0.37571678 0.23660612 ... 0.         0.28300554 0.        ],[446.15576 394.0161  396.20258 ... 332.24176 365.26453 309.01556],[466.7647  410.11765 410.58823 ... 339.457   375.57013 319.28055],[299.99976 247.99571 233.072   ... 201.03366 231.59415 177.82149],[0. 0. 0. ... 0. 0. 0.],2,2,5,152
[3.9066057  3.1717474  3.344786   ... 0.34705403 0.45370507 0.5822199 ],[814.21405 756.5821  775.85925 ... 375.55804 377.34723 365.6424 ],[817.53613 757.1837  776.4759  ... 376.1446  377.91867 366.244  ],[624.0589  566.43463 590.9586  ... 213.47243 219.6926  212.64198],[0.         0.         0.09063576 ... 0.05908227 0.         0.        ],2,2,5,153
"[ 0.7376154   0.4668049   0.31843635 ...  0.10333855 -0.06017072
  0.23858397]",[460.15262 444.1998  445.39444 ... 405.38147 385.59692 400.6469 ],[462.36826 445.47296 451.69257 ... 406.68243 386.84122 405.5439 ],[286.64856 268.64822 253.9445  ... 241.87706 212.16707 249.0063 ],[0. 0. 0. ... 0. 0. 0.],2,2,5,154
[1.4663363  0.7243613  2.7520099  ... 0.7181232  1.3036782  0.96932375],[636.3095  551.8562  835.0336  ... 537.6117  567.8004  500.21173],[664.5326  579.2578  868.8952  ... 563.1926  594.33997 523.3286 ],[334.7881  248.65535 522.46326 ... 288.0583  317.11575 247.04971],[0.         0.3388663  0.15014213 ... 0.20753965 0.         0.        ],2,2,5,155
"[ 0.34202066  0.387443    0.7239861  ...  1.6267911   1.9161825
 14.200595  ]",[ 420.84     426.248    541.71375 ...  380.5718   367.9852  1002.464  ],[ 535.9766  530.7544  680.3041 ...  475.4152  473.9766 1117.1052],[286.63196 294.62305 399.37552 ... 216.4372  227.24072 878.00354],[0.         0.         0.11070048 ... 0.         1.4176446  0.        ],2,2,5,156
[0.24852073 0.25667387 0.15274055 ... 0.0383152  0.2782877  0.1849338 ],[284.03754 300.46118 300.77545 ... 277.56668 304.02222 273.05847],[328.1077  336.29614 337.8231  ... 322.3923  338.96155 313.16922],[209.81252 213.64333 211.2812  ... 197.50305 223.03537 203.47267],[0.       0.       0.       ... 0.041976 0.       0.      ],2,2,5,157
[0.99566996 0.98576665 0.8961903  ... 0.45920452 0.01448796 0.        ],[472.22858 470.4198  507.04593 ... 412.2612  360.292   346.13635],[485.05472 489.33917 527.61487 ... 426.5558  373.15756 358.19476],[195.13857 207.51299 203.48805 ... 165.24654 120.56812 118.15935],[0. 0. 0. ... 0. 0. 0.],2,2,5,158
[0.5917993  0.9058081  1.0953656  ... 0.77128565 1.7324531  1.5396754 ],[527.6765  561.2108  622.3242  ... 509.82755 557.8951  481.65897],[537.23566 574.8663  641.7516  ... 519.5966  571.7601  494.8238 ],[160.47221 213.05759 259.471   ... 191.68521 258.61722 210.08432],[0.         0.         0.07640153 ... 0.24635513 0.         0.        ],2,2,5,159
[0.3714874  0.79305273 0.62330997 ... 0.09089064 0.17507334 0.12841673],[331.2637  398.909   372.45377 ... 286.04544 287.93842 278.27277],[399.00867 467.4329  453.94373 ... 328.1602  330.86148 323.14285],[288.60602 363.77832 337.48648 ... 232.72142 239.64398 231.18939],[0.05567902 0.         0.         ... 0.         0.         0.        ],2,2,5,160
[0.69296104 0.33869448 0.8686048  ... 0.7622772  0.65182215 0.770926  ],[401.12634 366.6371  442.3414  ... 410.5457  384.66397 395.03494],[401.12634 366.6371  442.3414  ... 410.5457  384.66397 395.03494],[216.7227  185.20584 247.28398 ... 231.20139 218.05234 228.27408],[0.         0.         0.24897625 ... 0.         0.         0.        ],2,2,5,161
[0.79606503 0.4810122  0.40334335 ... 0.16291313 0.41254154 0.21538931],[501.59164 482.70184 504.97012 ... 450.06805 478.28122 394.1616 ],[505.98456 489.50192 513.99615 ... 457.86487 481.9498  402.9112 ],[286.8632  271.00632 265.82416 ... 250.24535 279.464   209.92992],[0.         0.         0.06451751 ... 0.         0.         0.        ],2,2,5,162
"[ 1.8654903   0.79079324  0.51257825 ... -0.12570015  0.11010598
  0.21421096]",[491.89786 489.3097  498.50067 ... 371.97018 390.24548 380.7615 ],[503.99478 508.45312 505.58853 ... 378.9375  399.22397 390.14584],[206.59634 213.4478  198.19618 ... 128.87645 145.04356 136.07637],[0. 0. 0. ... 0. 0. 0.],2,2,5,163
[0.49477884 0.2196437  0.3062774  ... 0.20130077 0.2773093  0.41274795],[365.87082 336.73685 361.41626 ... 326.65073 338.94736 343.88037],[365.87082 336.73685 361.41626 ... 326.65073 338.94736 343.88037],[229.9133  212.09482 227.15099 ... 213.3915  215.3083  227.36632],[0.         0.         0.         ... 0.         0.05674274 0.        ],2,2,5,164
[0.9515974  0.41479787 0.6228831  ... 0.67231447 0.83272547 0.6807576 ],[489.65732 419.58987 493.38763 ... 422.      456.15732 385.5    ],[489.65732 419.58987 493.38763 ... 422.      456.15732 385.5    ],[318.48944 257.0092  299.60733 ... 281.86234 302.35153 248.21971],[0.         0.         0.04423529 ... 0.07432044 0.         0.        ],2,2,5,165
[0.8730179  0.3992865  0.5078893  ... 0.1644957  0.04180073 0.3500624 ],[429.86395 388.87115 435.26572 ... 365.65454 353.91617 377.36087],[455.95032 402.44098 448.46585 ... 385.0559  373.47205 398.44098],[259.17007 212.04424 231.6359  ... 207.44151 189.66466 222.081  ],[0.         0.         0.08662792 ... 0.         0.         0.        ],2,2,5,166
"[ 0.18144505  0.36545026  0.3384602  ... -0.1125233   0.21071829
  0.40283555]",[401.02066 423.39886 447.95697 ... 373.80698 400.0997  392.1423 ],[403.85938 425.18973 449.96207 ... 377.5625  404.93527 395.91965],[156.34328 183.94734 181.90738 ... 135.46315 171.72502 179.16492],[0.         0.         0.         ... 0.         0.06515984 0.        ],2,2,5,167
"[ 1.0304599   1.0048728   0.8007073  ... -0.07584197  0.11568504
  0.4712287 ]",[397.70407 402.63705 411.4411  ... 262.8588  293.66272 327.2093 ],[471.3975  476.05438 463.84937 ... 311.48535 337.66946 375.20084],[343.84915 357.1834  339.04852 ... 205.85786 233.9933  276.6463 ],[0.         0.         0.03605542 ... 0.         0.06005509 0.        ],2,2,5,168
[0.9106294  0.42513892 0.9782965  ... 0.04344507 0.40764615 0.        ],[432.87082 401.73837 482.28726 ... 323.93692 355.03558 303.8396 ],[448.91876 412.64706 503.38657 ... 331.89075 363.4538  314.39777],[223.11057  177.65152  243.45967  ... 127.963425 152.77994  105.69807 ],[0.         0.         0.14061384 ... 0.03125663 0.         0.        ],2,2,5,169
[0.45186564 0.47162864 0.6780919  ... 0.23199183 0.3283782  0.3066435 ],[359.75772 372.9752  401.79172 ... 316.42148 326.40973 311.53696],[382.1671  393.7682  426.9488  ... 336.469   345.1752  333.41238],[197.87405 205.04373 229.69417 ... 169.7023  178.89204 168.82182],[0.         0.         0.07777099 ... 0.03544244 0.         0.        ],2,2,5,170
[1.4733658  1.2674541  1.6802019  ... 0.38065276 0.47931632 0.34286788],[569.7992  550.6575  629.80316 ... 455.50394 463.02362 416.86615],[569.7992  550.6575  629.80316 ... 455.50394 463.02362 416.86615],[351.5089  334.07446 391.886   ... 229.19528 241.27148 214.91559],[0.         0.         0.13359112 ... 0.         0.         0.        ],2,2,5,171
[8.684732   8.984482   8.00915    ... 0.71927077 0.7570593  0.8730608 ],[1385.5231  1417.637   1364.7986  ...  438.8527   409.11713  414.5237 ],[1410.3066  1456.3524  1399.3954  ...  454.95703  422.39542  423.1089 ],[1125.9072  1171.8596  1106.4741  ...  236.38878  207.46039  191.35464],[0.38675502 0.         0.34638682 ... 0.         0.04452734 0.        ],2,2,5,172
[0.7447231  0.7273753  0.24256606 ... 0.11007736 0.09702563 0.2155071 ],[375.1318  378.59555 336.98724 ... 302.44894 297.15515 307.82788],[424.764   428.09735 373.29202 ... 334.4395  326.83185 340.46313],[259.616   274.29727 214.5958  ... 200.30325 193.99567 209.512  ],[0.         0.         0.02410937 ... 0.         0.         0.        ],2,2,5,173
"[ 0.6216892   0.50156057  0.39020404 ...  0.03828857 -0.01762178
  0.0673414 ]",[394.59286 395.7     391.12857 ... 317.15714 312.27142 309.80713],[394.59286 395.7     391.12857 ... 317.15714 312.27142 309.80713],[256.61768 260.1715  245.94641 ... 202.84273 193.76111 196.85399],[0. 0. 0. ... 0. 0. 0.],2,2,5,174
[1.1278436  0.70732206 1.2524889  ... 0.51077455 0.43240383 0.60115725],[570.2732  530.18555 675.09796 ... 443.20877 440.95877 438.77063],[570.2732  530.18555 675.09796 ... 443.20877 440.95877 438.77063],[350.7918  314.944   409.43594 ... 247.10178 236.17642 242.7778 ],[0.         0.08089344 0.05585638 ... 0.         0.         0.        ],2,2,5,175
"[ 0.6845385   0.3278819   0.596654   ... -0.01322836  0.40083525
  0.55746585]",[449.67026 391.09436 468.87836 ... 331.47903 390.47293 369.7563 ],[473.44766 409.34885 489.36627 ... 359.5465  423.26746 399.36627],[294.17654 242.92433 304.4745  ... 196.14072 260.4103  241.8225 ],[0.         0.         0.         ... 0.         0.07494872 0.        ],2,2,5,176
[1.8794286  2.0136523  3.1762369  ... 0.54328024 0.20286879 0.86456037],[520.71185 532.3872  687.87146 ... 413.02094 364.78812 429.4107 ],[635.0522  656.6466  812.9036  ... 516.7108  453.18475 515.7028 ],[294.60944 311.8252  431.18735 ... 225.31075 160.40001 224.41357],[0.         0.26081014 0.14271888 ... 0.         0.05840191 0.        ],2,2,5,177
[0.06515017 0.2878687  0.3206282  ... 0.4378203  0.16933961 0.43410453],[265.02826 300.495   304.2582  ... 302.2106  277.66025 289.79697],[311.04877 350.1498  356.08014 ... 362.1498  324.40765 345.32404],[154.89723 182.44026 192.04184 ... 211.96773 172.27933 198.96114],[0. 0. 0. ... 0. 0. 0.],2,2,5,178
[3.791009   2.6258826  1.7232236  ... 0.42229125 0.18314812 0.45416415],[650.8126  573.3946  522.065   ... 364.85007 326.51468 316.3608 ],[688.2385  610.49084 548.0321  ... 381.59634 345.04587 343.5734 ],[492.30658 424.4397  332.3295  ... 201.26137 172.72992 184.36418],[0. 0. 0. ... 0. 0. 0.],2,2,5,179
[0.81293803 0.643596   0.3572019  ... 0.44756487 0.4211411  0.7373969 ],[363.32605 373.9218  342.67984 ... 369.67688 343.6818  384.36267],[410.77988 418.69183 378.11322 ... 404.1824  393.94968 438.62265],[301.0703  310.10416 266.20798 ... 306.58636 293.09265 346.208  ],[0.         0.         0.         ... 0.         0.05090197 0.        ],2,2,5,180
[0.7882929  1.0050544  1.127845   ... 0.15515545 0.2840537  0.30141145],[340.58505 367.2412  406.1618  ... 275.58414 278.7103  292.84668],[419.13538 466.8277  503.96924 ... 333.0677  346.86462 349.56   ],[261.86133 317.2859  342.11972 ... 204.2389  216.8763  217.37184],[0.         0.06085665 0.07927351 ... 0.         0.02529356 0.        ],2,2,5,181
[0.607098   0.44546062 0.8798396  ... 0.326529   0.63670826 1.0048912 ],[444.72937 417.42203 499.76605 ... 401.52295 448.22937 464.18808],[444.72937 417.42203 499.76605 ... 401.52295 448.22937 464.18808],[228.6288  218.81895 282.45926 ... 219.83412 260.22302 290.84076],[0.         0.         0.21281463 ... 0.         0.11228893 0.        ],2,2,5,182
[1.8397464  1.6019638  1.3721946  ... 0.23464094 0.16947442 0.4027923 ],[546.9573  529.2137  505.6752  ... 334.94873 303.3889  311.7436 ],[546.9573  529.2137  505.6752  ... 334.94873 303.3889  311.7436 ],[367.82632 355.91208 328.66403 ... 183.03497 146.13965 171.42079],[0.         0.         0.         ... 0.         0.03362463 0.        ],2,2,5,183
[0.2241406  0.38260496 0.27713388 ... 0.17252491 0.26767838 0.22832344],[326.9612  352.75565 334.9798  ... 293.44684 296.35193 273.76584],[379.78815 408.6978  392.31775 ... 343.53894 354.29285 324.80997],[255.0818  284.24292 267.01443 ... 241.89867 248.16096 222.76968],[0.         0.         0.06415025 ... 0.02366049 0.         0.        ],2,2,5,184
[0.71867514 0.02788627 0.37319613 ... 0.4273001  0.4434684  0.5533605 ],[451.91177 368.48038 416.67157 ... 404.87744 391.2892  398.38727],[451.91177 368.48038 416.67157 ... 404.87744 391.2892  398.38727],[259.77676 172.70522 222.08621 ... 232.25262 228.28957 232.55904],[0. 0. 0. ... 0. 0. 0.],2,2,5,185
[0.93399113 0.73781466 0.9366925  ... 0.11826938 0.21042834 0.5019259 ],[456.06967 416.33212 460.25385 ... 328.618   333.6611  362.42865],[466.67368 427.3649  471.97894 ... 339.34738 342.807   379.1193 ],[272.95264 251.31718 280.64938 ... 179.25786 190.71779 228.35141],[0.         0.04358038 0.         ... 0.         0.05139952 0.        ],2,2,5,186
[1.6684155  1.2570738  1.3895859  ... 1.0986911  0.96211547 1.5031596 ],[658.1181  618.17346 648.6568  ... 601.1402  589.5424  680.1181 ],[658.1181  618.17346 648.6568  ... 601.1402  589.5424  680.1181 ],[444.6552  401.21545 432.4198  ... 421.58728 393.92313 487.3676 ],[0.         0.         0.06596955 ... 0.         0.06590012 0.        ],3,2,5,0
"[ 0.9909258   0.51042724  0.63214725 ...  0.36493802 -0.04611552
  0.45079052]",[416.58517 378.9149  424.67514 ... 357.21875 309.7494  348.9597 ],[461.03845 411.20087 464.7906  ... 394.74786 346.80768 395.01282],[238.86607 203.47125 239.1136  ... 203.88588 147.93427 196.64243],[0.         0.         0.         ... 0.         0.04686365 0.        ],3,2,5,1
[0.2787471  0.30741012 0.0843666  ... 0.21858451 0.5897237  0.14925699],[357.307   386.75626 335.50177 ... 370.8237  426.51495 334.1671 ],[368.30286 395.17715 359.66287 ... 384.65714 446.8343  344.46857],[269.42773 303.2882  264.2607  ... 296.28104 359.86392 251.12666],[0.         0.         0.         ... 0.08226161 0.         0.        ],3,2,5,2
[0.7733092  0.86246854 0.67007947 ... 0.5513721  0.6068252  0.48351958],[462.73022 495.6114  465.7976  ... 439.84604 425.54767 408.70657],[481.55634 514.2042  485.2676  ... 457.14438 442.20773 418.9824 ],[316.0403  338.04932 310.74518 ... 304.33765 286.5533  266.10062],[0.         0.         0.09966251 ... 0.         0.         0.        ],3,2,5,3
"[ 0.8605769   0.95281833  1.4566886  ... -0.09549981  0.42541164
  0.2902142 ]",[449.551   487.98325 556.8537  ... 359.2574  395.95776 386.73077],[450.4937  491.5063  559.19244 ... 359.99582 398.90378 389.40167],[239.82185 271.6484  334.78616 ... 152.51688 213.31384 194.07289],[0.         0.07599305 0.10040145 ... 0.04051479 0.         0.        ],3,2,5,4
[3.4092631 2.7233381 3.375079  ... 1.8279331 1.714767  2.0993974],[766.96515 782.0628  893.35614 ... 680.28827 666.8309  685.38196],[831.43567 864.69305 979.48517 ... 736.16833 728.6485  745.45544],[604.4409  645.418   748.9952  ... 544.67194 514.36395 565.1166 ],[0.         0.         0.28800237 ... 0.         0.06906453 0.        ],3,2,5,5
[0.71963805 0.5736339  0.51896197 ... 0.58644086 0.7096433  0.43581906],[527.14935 508.98065 509.827   ... 471.18558 475.71664 417.97232],[534.8562  515.2575  515.6187  ... 474.9699  479.9331  423.80936],[280.1937  265.959   265.14774 ... 275.2825  279.8936  223.94542],[0.         0.         0.07114635 ... 0.         0.         0.        ],3,2,5,6
[0.45116723 0.04019397 0.5402567  ... 0.21939783 0.08841518 0.3793151 ],[308.34802 263.9621  334.9504  ... 272.09955 262.92776 295.8347 ],[365.00854 316.08975 401.12393 ... 326.4701  310.1282  339.69232],[235.62312 191.9872  266.15988 ... 213.4815  191.27032 222.362  ],[0.         0.03622733 0.         ... 0.         0.03902072 0.        ],3,2,5,7
[0.83256906 0.617197   0.4133899  ... 1.33632    1.1102995  1.8964813 ],[429.49664 412.24615 378.53824 ... 582.45575 513.11395 647.3271 ],[520.9202  490.02148 459.39264 ... 661.32825 593.9356  730.83435],[394.45642 365.823   330.03784 ... 542.39014 475.68362 616.74994],[0.         0.         0.         ... 0.         0.11590395 0.        ],3,2,5,8
[1.1190941  0.7068044  0.4164176  ... 0.24557291 0.10907125 0.15358268],[553.9622  516.3497  466.18106 ... 395.41592 357.00034 367.3757 ],[564.88495 522.0219  476.3452  ... 403.57535 363.35892 373.00275],[430.86118 384.95288 327.7999  ... 289.15833 257.30185 264.62955],[0.         0.         0.05972711 ... 0.         0.         0.        ],3,2,5,9
[0.54362863 0.6616925  0.65933996 ... 0.4749762  0.00308557 0.3168497 ],[419.98764 443.3004  451.76956 ... 460.95886 392.36215 418.86832],[419.98764 443.3004  451.76956 ... 460.95886 392.36215 418.86832],[222.77689 243.42542 253.9447  ... 274.439   199.04744 240.81847],[0.        0.        0.1513926 ... 0.        0.        0.       ],3,2,5,10
[1.1146752  0.60581243 1.1682204  ... 0.7762537  0.23442401 0.64618504],[392.31393 359.06644 403.98697 ... 393.15396 327.88434 335.85034],[433.28088 391.28653 464.88763 ... 424.15167 367.65732 385.63483],[232.67969 191.6229  249.2937  ... 226.63327 164.84906 195.9357 ],[0. 0. 0. ... 0. 0. 0.],3,2,5,11
"[ 1.1604701   1.1435286   2.4839861  ...  0.21027367 -0.00642879
  0.10442042]",[468.29462 469.5728  674.06854 ... 333.13052 295.37827 322.97348],[553.91925 557.6192  793.9385  ... 408.36923 363.02307 377.3654 ],[414.71704 428.38333 673.48346 ... 290.26978 242.83301 260.1268 ],[0.         0.32887316 0.         ... 0.         0.         0.        ],3,2,5,12
[0.7854214  0.46363005 0.6713691  ... 0.15131395 0.1074672  0.15054901],[381.45    383.22693 418.1769  ... 357.4346  343.34616 343.3    ],[381.45    383.22693 418.1769  ... 357.4346  343.34616 343.3    ],[193.34834 199.25577 233.50752 ... 196.20529 183.44603 177.29404],[0. 0. 0. ... 0. 0. 0.],3,2,5,13
[1.1327118  1.2055821  0.8230403  ... 0.8571298  1.0926988  0.90667963],[556.3727  582.2671  544.80743 ... 512.0062  547.8447  499.19876],[556.3727  582.2671  544.80743 ... 512.0062  547.8447  499.19876],[383.88354 405.60892 376.5496  ... 357.0951  393.94577 353.68872],[0.        0.        0.0825103 ... 0.        0.        0.       ],3,2,5,14
[0.47503364 0.6363251  0.7120532  ... 0.03585192 0.4556331  0.3718025 ],[316.9317  333.2789  355.68268 ... 282.05103 330.5108  296.71222],[479.0909  489.6027  514.46466 ... 396.266   461.10437 428.0909 ],[233.21635 266.25528 286.8608  ... 195.08406 249.10204 236.32646],[0.         0.03755353 0.         ... 0.05987578 0.         0.        ],3,2,5,15
[0.26395118 0.43956718 0.39868948 ... 1.5894723  1.0930538  1.5611203 ],[374.59137 388.59085 405.87753 ... 537.8905  476.74304 545.4306 ],[407.48706 423.43103 437.4095  ... 618.4483  535.84485 591.9914 ],[225.47644 252.6852  253.57686 ... 446.08148 366.01508 424.66522],[0.         0.         0.03514623 ... 0.         0.06476092 0.        ],3,2,5,16
[0.7029847  0.49455902 0.70058125 ... 0.55929357 0.01789565 0.5018624 ],[485.67688 460.0136  488.82312 ... 440.7415  358.40475 421.96597],[485.67688 460.0136  488.82312 ... 440.7415  358.40475 421.96597],[265.03906 251.71698 280.71155 ... 248.98395 173.75668 230.29076],[0. 0. 0. ... 0. 0. 0.],3,2,5,17
"[ 2.1080163   0.5935793   0.9484206  ...  0.5096826  -0.04705179
  0.69413877]",[466.6656  381.49518 424.48874 ... 376.65274 327.0193  383.44373],[466.6656  381.49518 424.48874 ... 376.65274 327.0193  383.44373],[235.65361  152.54007  183.78178  ... 175.23686  121.281456 182.65903 ],[0.         0.         0.06389149 ... 0.         0.07240511 0.        ],3,2,5,18
[0.17250879 0.0088691  0.05420595 ... 0.08325996 0.19947378 0.23568529],[322.51453 307.06638 308.92947 ... 309.39835 322.6473  326.78424],[322.51453 307.06638 308.92947 ... 309.39835 322.6473  326.78424],[175.24405 163.62823 172.23703 ... 176.07211 189.4083  193.42035],[0.         0.         0.05776651 ... 0.         0.02719003 0.        ],3,2,5,19
"[ 0.5354257   0.4582566   0.63384926 ... -0.06363173  0.10506981
  0.02935105]",[300.76114 293.94803 320.70483 ... 241.3625  269.60098 260.14688],[370.33212 359.30292 398.96716 ... 287.35767 314.77008 299.88687],[278.60413 269.62366 302.4171  ... 204.41406 231.4997  217.84456],[0.         0.         0.06665582 ... 0.         0.         0.        ],3,2,5,20
[0.45008734 0.5887286  0.20801905 ... 0.25154632 0.23324178 0.13472323],[468.57648 476.8525  436.43063 ... 442.14713 427.35477 414.5691 ],[469.3992  477.9597  437.2137  ... 443.11694 428.33066 416.5645 ],[255.26247 284.59207 228.96722 ... 260.46463 245.51636 226.29158],[0.         0.         0.11633126 ... 0.         0.         0.        ],3,2,5,21
[0.5689309  0.23774508 0.32301125 ... 0.10490704 0.10548423 0.25454053],[378.3854  328.08185 353.12466 ... 326.15952 330.67142 351.24152],[418.36417 370.8448  402.29254 ... 368.0179  368.04178 390.67462],[318.2365  276.4558  300.10712 ... 277.34927 276.51984 302.28772],[0.         0.         0.08107037 ... 0.         0.04274736 0.        ],3,2,5,22
[0.4349003  0.8771311  1.0461687  ... 0.21973267 0.61329    1.1041299 ],[408.34827 478.91034 512.0517  ... 363.18622 423.73105 441.4655 ],[408.34827 478.91034 512.0517  ... 363.18622 423.73105 441.4655 ],[234.0744  301.77573 336.24155 ... 209.3605  262.61743 293.73096],[0.08079941 0.         0.21238463 ... 0.         0.1526585  0.        ],3,2,5,23
"[ 0.50513965  0.44786882  0.122158   ...  0.37859464 -0.05339621
  0.0097172 ]",[376.70206 372.861   345.17715 ... 363.1833  284.88718 296.3139 ],[398.26746 400.55426 365.53488 ... 378.20154 298.36047 307.31784],[292.48148 294.99466 258.09354 ... 284.41187 204.8239  214.93806],[0. 0. 0. ... 0. 0. 0.],3,2,5,24
[0.22989863 0.12322132 0.291988   ... 0.0532955  0.25154462 0.18488371],[310.12256 300.56598 328.50296 ... 279.0504  300.41336 281.53384],[391.78522 395.45422 439.1655  ... 358.57745 380.16196 366.27817],[248.16158 242.0582  276.45367 ... 229.79854 258.8682  236.18553],[0. 0. 0. ... 0. 0. 0.],3,2,5,25
[0.6663865  0.71695644 0.09843648 ... 0.09543522 0.14731383 0.21974161],[356.72943 363.00656 289.20917 ... 277.7034  282.62454 282.90952],[406.0672  423.20947 338.65613 ... 329.21738 328.06323 326.67194],[251.14133 269.8751  187.30595 ... 187.4625  191.96562 198.45593],[0. 0. 0. ... 0. 0. 0.],3,2,5,26
[0.53045225 0.16293442 0.576628   ... 0.3138054  0.31242737 0.1315925 ],[355.1661  307.8678  360.95932 ... 324.71866 322.3254  294.339  ],[355.1661  307.8678  360.95932 ... 324.71866 322.3254  294.339  ],[209.35614 169.73938 219.78278 ... 198.92561 197.44565 166.86171],[0.         0.02830221 0.         ... 0.         0.         0.        ],3,2,5,27
[0.36259845 0.39986855 0.4689444  ... 0.04268812 0.2980862  0.14641796],[362.51382 362.3757  386.54144 ... 327.17126 347.49722 332.61877],[362.51382 362.3757  386.54144 ... 327.17126 347.49722 332.61877],[206.68118 214.8758  227.60481 ... 182.99834 215.75037 189.51346],[0.        0.        0.        ... 0.0305877 0.        0.       ],3,2,5,28
[0.31062594 0.06981365 0.3968328  ... 0.3313958  0.23767129 0.41847673],[333.72827 310.22827 366.05978 ... 332.93478 319.88586 337.7337 ],[333.72827 310.22827 366.05978 ... 332.93478 319.88586 337.7337 ],[203.88235 185.40945 234.62978 ... 220.07137 206.40253 222.45871],[0.        0.        0.        ... 0.        0.0310041 0.       ],3,2,5,29
[0.5328344  0.22462003 0.5790984  ... 0.10656377 0.23458782 0.12018231],[391.3256  357.56146 422.39536 ... 339.28238 351.3322  324.92358],[391.3256  357.56146 422.39536 ... 339.28238 351.3322  324.92358],[223.00906 193.0482  243.45766 ... 190.07588 199.96407 179.41666],[0.         0.         0.05095311 ... 0.02701129 0.         0.        ],3,2,5,30
[0.43624675 0.26242408 0.28521279 ... 0.08343659 0.15831089 0.        ],[342.41214 317.2905  336.1077  ... 285.64792 287.27768 263.7361 ],[348.1865  324.6865  343.85318 ... 290.32938 293.8095  268.96033],[220.927   205.78801 213.65918 ... 184.59036 193.06052 158.20181],[0.         0.         0.03844018 ... 0.         0.         0.        ],3,2,5,31
[1.0188318  1.0435437  1.3963838  ... 0.87527996 0.527653   0.5590853 ],[430.95578 441.69852 504.93857 ... 430.5699  366.4402  364.22626],[483.6022  478.09393 542.5359  ... 464.35913 391.9503  397.33148],[312.0858  316.23547 364.1788  ... 316.94763 242.47903 246.27574],[0.         0.         0.22837207 ... 0.         0.         0.        ],3,2,5,32
[0.82528013 0.619768   0.7681004  ... 0.228538   0.54967684 0.3922357 ],[438.9488  395.81912 433.16724 ... 342.90784 392.7679  369.5324 ],[438.9488  395.81912 433.16724 ... 342.90784 392.7679  369.5324 ],[290.8997  262.74826 294.26163 ... 223.84769 270.8114  246.85478],[0.         0.         0.17212646 ... 0.0401732  0.         0.        ],3,2,5,33
[0.32064122 0.31450433 0.28585628 ... 0.14599691 0.08632357 0.15413508],[322.9697  330.14014 339.27652 ... 307.58334 292.39014 298.35605],[322.9697  330.14014 339.27652 ... 307.58334 292.39014 298.35605],[207.21193 224.38629 221.92786 ... 204.6282  191.79205 201.26361],[0. 0. 0. ... 0. 0. 0.],3,2,5,34
[1.4713553  1.1804705  1.3396419  ... 0.44105315 0.23772934 0.4332798 ],[514.2711  497.5073  548.5481  ... 448.4315  421.27698 439.16327],[514.2711  497.5073  548.5481  ... 448.4315  421.27698 439.16327],[248.93555 234.1874  263.07587 ... 207.7046  182.157   200.7327 ],[0.         0.         0.17044055 ... 0.         0.         0.        ],3,2,5,35
"[ 0.18355575  0.19138776 -0.02109873 ...  0.41324204  0.37138847
  0.21325158]",[363.26834 361.15085 341.56686 ... 369.32523 354.09238 330.12012],[364.2166  361.82672 346.02167 ... 369.87003 354.75092 330.7184 ],[180.12086 191.07326 166.80408 ... 205.15515 193.6486  166.54024],[0. 0. 0. ... 0. 0. 0.],3,2,5,36
[0.6222113  0.50901634 0.54247695 ... 0.14281236 0.0050164  0.01769061],[385.54022 380.73685 390.23178 ... 321.29984 311.22446 297.3132 ],[405.3588  401.1362  410.63455 ... 337.04984 324.4618  310.6578 ],[213.62569 214.99036 223.33914 ... 164.48486 146.2607  140.9671 ],[0. 0. 0. ... 0. 0. 0.],3,2,5,37
[1.0067188  1.0199674  0.6485074  ... 0.7288019  0.55634063 0.13780957],[452.09436 473.01218 428.7499  ... 431.82794 402.72485 346.7577 ],[460.06464 474.6806  433.12167 ... 434.29657 403.8365  347.45627],[271.83115 274.01862 237.87383 ... 263.27783 241.0452  185.75452],[0.        0.        0.1309846 ... 0.        0.        0.       ],3,2,5,38
[1.6812778  1.3354795  1.3278972  ... 0.07771552 0.20554517 0.2206865 ],[530.5449  483.79843 524.17615 ... 314.86365 334.6254  324.61716],[689.68243 624.14526 664.7432  ... 386.43243 409.67905 397.6284 ],[546.5881  488.62625 513.67346 ... 254.65114 278.44653 277.9518 ],[0.         0.         0.07970791 ... 0.02662615 0.         0.        ],3,2,5,39
[0.5256242  0.27195615 0.60401773 ... 0.29675007 0.32809603 0.15273127],[324.51224 288.45786 343.3612  ... 278.19162 282.63953 246.11116],[385.95325 347.12207 401.88052 ... 339.98962 338.54285 308.84415],[242.83545 210.736   260.92844 ... 221.93404 226.10713 191.93001],[0.        0.        0.0912905 ... 0.        0.        0.       ],3,2,5,40
