dff,demixed,raw,neuropil_corrected,events,plane,col,volume,roi
"[ 5.896772    5.8520684   4.528353   ... -0.05975894  0.14745165
  0.05975894]",[1320.8612  1334.8816  1165.3728  ...  376.56393  392.61356  366.99255],[1329.973   1343.1554  1171.5879  ...  377.97635  393.9966   368.60474],[1107.049   1129.4779   926.8366  ...  200.71275  227.04988  203.40025],[0.08115404 0.         0.08704647 ... 0.         0.         0.        ],0,2,5,55
[1.391797   1.5487852  1.536689   ... 0.3879712  0.37954092 0.88905907],[476.1868  505.55408 534.8103  ... 371.04602 367.61865 389.56067],[514.6195  544.798   586.6532  ... 411.05725 398.9394  425.13806],[265.93594 298.07074 302.31125 ... 188.31541 177.4999  202.75208],[0.05984177 0.         0.         ... 0.         0.08781093 0.        ],0,2,5,56
"[ 0.9273568  -0.00194961  0.6500054  ...  0.8807716   0.1278251
  0.39164683]",[421.87244 350.55103 442.34183 ... 392.63266 334.7551  342.35715],[421.87244 350.55103 442.34183 ... 392.63266 334.7551  342.35715],[188.80101  114.993256 182.19412  ... 187.89362  122.59431  131.10823 ],[0. 0. 0. ... 0. 0. 0.],0,2,5,57
"[ 0.06816087  0.04345447  0.30792496 ...  0.23791687 -0.00718973
  0.6629346 ]",[344.1943  348.8075  391.03513 ... 333.71658 289.67224 339.69382],[378.62744 379.80066 428.2157  ... 372.64706 328.951   373.38562],[188.9305  186.1228  226.38963 ... 208.10213 156.51491 210.10522],[0.         0.         0.05331779 ... 0.         0.09539386 0.        ],0,2,5,58
[0.21921445 0.15123254 0.40547365 ... 0.13524625 0.32423195 0.08650526],[303.36194 303.42538 352.25748 ... 293.08954 317.20895 281.11194],[303.36194 303.42538 352.25748 ... 293.08954 317.20895 281.11194],[153.86307 153.59619 189.08296 ... 156.5113  178.03139 142.63547],[0.         0.         0.         ... 0.04400897 0.         0.        ],0,2,5,59
[0.9431512  1.0213568  0.9368465  ... 0.0254242  0.4090495  0.18842666],[431.67038 418.2504  461.44037 ... 317.0056  354.63782 315.31174],[466.9449  487.67715 509.1929  ... 355.11023 400.59842 354.3504 ],[272.273   298.8103  288.37042 ... 181.03036 231.83755 186.15239],[0.         0.         0.         ... 0.03716186 0.         0.        ],0,2,5,60
"[ 0.84172684  0.680304    1.1017812  ... -0.06821489  0.9992734
  0.432955  ]",[440.41318 418.46774 520.8765  ... 365.67133 476.36307 381.96805],[444.54895 429.23425 526.6818  ... 369.9056  480.66083 387.13635],[237.90773 226.39429 286.833   ... 162.19417 297.899   209.6282 ],[0.         0.         0.07948284 ... 0.09710979 0.         0.        ],0,2,5,61
[0.59549975 0.42582178 0.62280023 ... 0.20268656 0.52512777 0.9726067 ],[415.97626 387.49945 461.44638 ... 354.17224 408.02542 439.43408],[436.78787 409.5202  478.07574 ... 389.29797 439.6111  460.81818],[245.03954 248.18471 284.10056 ... 224.85754 271.04016 301.728  ],[0.         0.0513926  0.         ... 0.         0.11218923 0.        ],0,2,5,62
[0.02768788 0.37302983 0.8969544  ... 2.3283386  0.33188054 0.7596203 ],[376.70767 415.40524 519.22833 ... 707.8476  393.31503 392.46112],[379.65408 418.75473 521.86163 ... 725.18866 398.27045 401.66666],[179.67186 233.08614 308.7222  ... 503.14008 227.59181 238.886  ],[0.         0.08578745 0.         ... 0.         0.         0.        ],0,2,5,63
[0.64181626 0.46245927 0.46431103 ... 0.         0.4752967  0.7641108 ],[395.61453 381.1676  413.73184 ... 306.60336 373.46368 370.16202],[395.61453 381.1676  413.73184 ... 306.60336 373.46368 370.16202],[182.80699 181.74435 190.42784 ... 134.03116 177.95924 189.46422],[0.         0.         0.         ... 0.         0.09390904 0.        ],0,2,5,64
[0.7909865  0.40173507 0.95687014 ... 0.02315661 0.         0.7584484 ],[434.0372  400.65115 497.53952 ... 326.5442  312.493   399.91162],[434.0372  400.65115 497.53952 ... 326.5442  312.493   399.91162],[235.70695 211.4778  281.66318 ... 176.39565 157.08298 244.52153],[0.         0.         0.         ... 0.         0.11855476 0.        ],0,2,5,65
[1.5161341  1.5961789  1.6976154  ... 0.09989551 0.41671866 0.73330337],[452.35715 474.24603 511.7381  ... 354.7381  378.2381  402.8492 ],[452.35715 474.24603 511.7381  ... 354.7381  378.2381  402.8492 ],[223.22314 248.83708 260.5848  ... 142.62492 167.14378 189.71011],[0.         0.         0.         ... 0.         0.07725839 0.        ],0,2,5,66
"[ 0.33016354  0.28347963  0.3557736  ... -0.1643044   0.6514419
  0.41783312]",[366.58594 364.375   400.10156 ... 307.2578  427.86978 352.5547 ],[366.58594 364.375   400.10156 ... 307.2578  427.86978 352.5547 ],[187.40271 191.11574 210.0627  ... 151.59639 264.36063 200.5083 ],[0.         0.         0.         ... 0.07944015 0.         0.        ],0,2,5,67
[0.35231078 0.25315842 0.8571111  ... 0.         0.         0.5108212 ],[432.75955 414.78    517.5196  ... 338.7011  325.84354 385.55203],[458.67267 444.97296 561.4144  ... 366.98798 357.41443 413.7988 ],[267.03165 255.75342 362.81845 ... 211.13754 207.2786  261.70645],[0.         0.11765388 0.         ... 0.         0.07434271 0.        ],0,2,5,68
[1.977772   0.4506454  0.24388486 ... 0.7684904  0.25266382 0.8251227 ],[434.43152 353.19177 388.726   ... 392.4041  340.6644  356.58218],[434.43152 353.19177 388.726   ... 392.4041  340.6644  356.58218],[186.59137 117.97171 107.03212 ... 176.33745 132.44861 138.57   ],[0.         0.         0.09238444 ... 0.         0.09025572 0.        ],0,2,5,69
[3.9391181  3.761192   4.277768   ... 0.49090123 0.42585427 0.41180873],[756.2484  775.98346 856.95245 ... 370.2352  354.93423 343.2461 ],[816.42914 820.8583  909.6732  ... 392.2638  371.18896 377.81104],[624.9842  632.18146 699.08734 ... 228.45587 216.9972  211.03659],[0.07514264 0.10716227 0.13867135 ... 0.         0.         0.        ],0,2,5,70
[4.1674843  2.356401   1.9111476  ... 0.12826346 0.6499925  0.5542832 ],[776.6125  736.2438  696.59375 ... 347.8875  422.475   403.01874],[776.6125  736.2438  696.59375 ... 347.8875  422.475   403.01874],[609.309   571.2375  516.83466 ... 221.05695 296.02194 273.92358],[0. 0. 0. ... 0. 0. 0.],0,2,5,71
[0.65985876 0.5948591  0.59039533 ... 0.64250916 1.500308   1.1248119 ],[440.77505 445.05533 477.212   ... 410.89703 492.56683 450.35458],[478.05777 482.23465 509.74728 ... 438.25272 522.5993  476.4657 ],[238.58319 233.44781 234.54773 ... 234.48184 322.4318  266.5505 ],[0.         0.         0.         ... 0.05650326 0.         0.        ],0,2,5,72
[1.1800816  1.2009801  1.5063378  ... 0.12054542 0.13449216 0.21153788],[545.1406  561.13257 632.19867 ... 377.33923 372.37448 369.93134],[576.153   584.43445 658.38525 ... 389.93716 392.94263 387.3798 ],[336.0373  342.99805 402.77393 ... 193.66351 191.4295  191.65355],[0.         0.08957077 0.         ... 0.         0.         0.        ],0,2,5,73
"[ 0.628967   -0.06894343  1.0869371  ...  0.12416054  0.3331925
  0.51069957]",[489.15985 410.5353  608.14496 ... 395.20074 418.04462 410.30484],[489.15985 410.5353  608.14496 ... 395.20074 418.04462 410.30484],[261.1588  177.64743 342.7119  ... 200.50443 223.5049  228.98726],[0.         0.15593494 0.         ... 0.         0.07269361 0.        ],0,2,5,74
[0.4045727  0.35049397 0.30586395 ... 0.13024674 0.4117376  0.42891723],[362.1172  370.8672  380.97656 ... 323.57812 339.16406 344.95312],[362.1172  370.8672  380.97656 ... 323.57812 339.16406 344.95312],[253.94737 259.84042 255.68604 ... 217.31123 247.29086 238.0585 ],[0.         0.         0.03963102 ... 0.         0.06970242 0.        ],0,2,5,75
[0.6933297  0.71344364 0.50410295 ... 0.15125754 0.4585441  1.1962439 ],[407.5107  427.55197 465.46524 ... 360.47067 375.53275 420.14465],[437.51514 457.19696 481.82324 ... 380.96466 403.67676 437.70203],[226.50578 238.76323 218.06612 ... 185.73355 210.56337 246.48567],[0.         0.         0.         ... 0.         0.14813593 0.        ],0,2,5,76
[0.6229183  0.45253375 0.74958104 ... 0.88247454 1.7158227  1.4310762 ],[357.43726 336.87723 372.8186  ... 420.28107 488.1783  425.71713],[424.971   399.5145  473.221   ... 480.10507 579.3261  505.34784],[266.37186 246.38246 294.1815  ... 320.47223 437.5567  357.65222],[0.         0.04461218 0.         ... 0.10694723 0.         0.        ],0,2,5,77
[1.3697047  0.65598255 1.0524042  ... 0.1539637  0.36518547 0.13796881],[330.29242 295.34    367.89078 ... 264.48157 295.27966 274.91522],[446.5175  421.82516 513.46155 ... 365.01398 379.33566 357.76923],[227.71118 201.63678 273.86856 ... 161.64395 180.60184 156.50826],[0. 0. 0. ... 0. 0. 0.],0,2,5,78
[0.22220214 0.8465273  0.54657686 ... 0.19329514 0.4837648  0.5687422 ],[420.39905 510.8921  507.1643  ... 401.1587  411.30988 414.66058],[423.48965 520.2966  514.1793  ... 406.26895 424.91034 419.06207],[228.6233  340.5147  298.70123 ... 240.56786 260.9015  251.90999],[0.07375224 0.         0.         ... 0.         0.08707017 0.        ],0,2,5,79
[0.9342393  0.63946575 1.4106097  ... 0.08899932 1.1498357  0.9082457 ],[477.72223 441.14645 589.7273  ... 352.31314 481.3889  430.4192 ],[477.72223 441.14645 589.7273  ... 352.31314 481.3889  430.4192 ],[310.53604 272.6176  392.0119  ... 198.70316 328.0467  272.118  ],[0.         0.16033776 0.         ... 0.19822018 0.         0.        ],0,2,5,80
[0.4081941  0.47797155 1.1699235  ... 0.8471123  0.6966733  1.0590384 ],[411.14386 419.6456  542.7649  ... 452.13684 395.49826 414.23508],[411.14386 419.6456  542.7649  ... 452.13684 395.49826 414.23508],[193.64023 209.2643  295.09348 ... 249.53241 207.90355 233.17328],[0.         0.10728852 0.         ... 0.         0.05884757 0.        ],0,2,5,81
[0.98178333 0.8620806  0.5887415  ... 0.33453932 0.25854993 0.1542347 ],[385.59277 409.11765 420.19003 ... 329.95474 330.08145 324.30316],[385.59277 409.11765 420.19003 ... 329.95474 330.08145 324.30316],[187.95332 211.20177 189.04599 ... 157.18892 146.57317 132.44557],[0. 0. 0. ... 0. 0. 0.],0,2,5,82
[0.5089825  0.06740492 0.95186913 ... 0.67577934 0.34034634 0.14823529],[374.6138  319.82068 456.4138  ... 394.88965 353.6207  304.0138 ],[374.6138  319.82068 456.4138  ... 394.88965 353.6207  304.0138 ],[221.19644 170.78073 284.4985  ... 254.30405 208.38843 165.11299],[0.         0.05932133 0.         ... 0.         0.         0.        ],0,2,5,83
"[ 0.4848474   0.3958482   0.6085873  ... -0.00937225  0.19512424
  0.46526068]",[454.0043  450.9157  514.62256 ... 337.05103 378.8027  423.05045],[455.09937 451.9441  521.1677  ... 337.97516 379.79504 424.08694],[255.20006 242.49554 289.14853 ... 170.67654 204.50766 247.40916],[0.         0.         0.07316913 ... 0.         0.05286026 0.        ],0,2,5,84
[2.3660738  2.38194    3.0563161  ... 0.46667123 0.27148637 0.3778629 ],[659.6471  678.51135 813.014   ... 383.66693 311.79648 305.34268],[730.9234  740.73615 874.7447  ... 422.0851  344.2468  336.37872],[591.65674 599.78986 715.12683 ... 280.1166  228.03308 220.9192 ],[0.08337718 0.16340335 0.07651419 ... 0.         0.         0.        ],0,2,5,85
[5.0465226  2.4038215  3.0017934  ... 0.95833826 0.6305951  2.0401592 ],[496.52063 417.13916 502.81958 ... 386.75256 338.3866  400.65463],[496.52063 417.13916 502.81958 ... 386.75256 338.3866  400.65463],[225.58289 150.57301 191.55612 ... 137.31326  97.37766 149.73434],[0.        0.        0.        ... 0.        0.2675422 0.       ],0,2,5,86
"[ 1.754406    1.8670683   2.6184304  ... -0.15001574  0.5312824
  0.8010165 ]",[588.0695  602.7621  737.312   ... 379.74414 460.47473 449.5438 ],[614.5133  626.10266 763.1673  ... 398.8669  473.27377 468.67682],[326.04642 344.3922  425.08093 ... 142.14943 215.22498 214.30492],[0.         0.20891352 0.         ... 0.         0.10542674 0.        ],0,2,5,87
[0.40194073 0.00764453 1.797644   ... 0.56053215 0.31163567 0.85268104],[413.66138 382.      605.9524  ... 422.7143  418.55026 410.4656 ],[413.66138 382.      605.9524  ... 422.7143  418.55026 410.4656 ],[197.52881 157.50623 360.6631  ... 238.23807 206.5934  213.9776 ],[0.         0.17120193 0.         ... 0.         0.07975872 0.        ],0,2,5,88
[1.2579651  1.5495908  1.5710045  ... 0.27039132 0.14722162 0.4796063 ],[473.26965 512.0848  542.9338  ... 368.7036  366.79037 353.15408],[474.48553 513.26587 544.09827 ... 369.86127 367.8786  354.30637],[257.99515 297.6264  301.1013  ... 195.50363 177.98984 171.63756],[0.         0.08106428 0.         ... 0.         0.04661134 0.        ],0,2,5,89
"[ 1.5300412  -0.10249473  0.66432863 ...  0.1275095   0.11581389
  0.18609339]",[471.79523 324.22607 435.82956 ... 367.21005 341.27625 329.9706 ],[487.08276 336.9655  450.33102 ... 381.66208 354.55173 343.6    ],[294.74536 147.22536 250.3712  ... 187.25652 178.94283 168.25706],[0.        0.        0.0344437 ... 0.        0.        0.       ],0,2,5,90
[2.708918  1.2660103 1.3588321 ... 0.8830995 5.287203  4.1941404],[729.95013 589.2056  629.10583 ... 518.6937  929.96936 762.44226],[743.2244 600.7489 641.5845 ... 532.5711 948.96   775.6311],[430.3938  296.88956 309.4636  ... 227.96391 675.76886 513.9091 ],[0.         0.         0.         ... 0.5686205  0.12418941 0.        ],0,2,5,91
[0.56212795 0.33647108 0.34648925 ... 0.32332316 0.45788336 0.7560611 ],[374.79965 379.689   403.38226 ... 351.8291  358.26834 336.24484],[459.42807 457.46918 506.3356  ... 418.25342 427.226   415.06165],[241.61914 229.19907 245.97475 ... 234.84708 252.88986 224.47983],[0.         0.         0.07358198 ... 0.         0.09349667 0.        ],0,2,5,92
"[ 0.49820408  0.32786053  0.57808584 ... -0.00759581  0.32567254
  0.09454278]",[319.57364 297.7508  341.69757 ... 245.86243 287.404   252.5876 ],[437.6905  415.75397 480.16666 ... 351.84525 391.0754  347.7976 ],[256.40204 233.53209 273.05057 ... 191.79793 242.30792 201.20511],[0.         0.         0.09427164 ... 0.         0.         0.        ],0,2,5,93
[0.5033835  0.8557042  1.0501441  ... 0.2408955  0.00446046 0.19940983],[371.14127 456.1333  486.09695 ... 341.6285  300.4198  309.8862 ],[404.13266 491.9898  535.801   ... 376.4949  315.13266 337.39285],[249.14131 328.23798 357.75748 ... 222.70798 177.88252 200.50316],[0.         0.08047901 0.         ... 0.         0.         0.        ],0,2,5,94
[1.5685564  0.3978077  0.64643556 ... 0.68758976 0.43283606 1.4139194 ],[405.71317 325.51938 364.0155  ... 363.3876  321.14728 317.87598],[405.71317 325.51938 364.0155  ... 363.3876  321.14728 317.87598],[209.95395 129.41992 147.25876 ... 189.38951 144.93716 150.61844],[0.         0.         0.         ... 0.         0.14607556 0.        ],0,2,5,95
[0.38262683 0.1639739  0.8151153  ... 0.5783849  0.6557313  0.7855412 ],[394.38382 412.27103 515.52814 ... 306.34448 292.2768  281.50378],[480.84302 463.56396 611.593   ... 341.73837 327.0756  327.94186],[328.04495 296.7893  432.16397 ... 199.3207  196.75096 188.55986],[0.         0.08661854 0.         ... 0.08165338 0.         0.        ],0,2,5,96
[1.4150857  0.9887445  1.285977   ... 0.06481362 0.12496173 0.        ],[549.8889  502.1525  551.7694  ... 377.70825 382.92905 349.77377],[568.2313  517.4982  574.28467 ... 386.16727 396.99643 365.55872],[385.64053 333.60223 377.20532 ... 214.6611  221.15575 196.01625],[0.         0.         0.18764284 ... 0.         0.         0.        ],0,2,5,97
[0.56594914 0.4469175  0.48299086 ... 0.18306775 0.46983013 0.        ],[352.142   364.91    378.4794  ... 300.9265  328.00125 254.5385 ],[388.76144 392.02942 417.88235 ... 330.7647  366.27777 283.50653],[252.38037 245.67319 259.35193 ... 209.31021 249.67308 165.28638],[0.         0.         0.         ... 0.02509449 0.         0.        ],0,2,5,98
[1.4192612  1.1044326  0.82130677 ... 0.37391132 1.1975411  1.2999122 ],[399.00757 369.33826 371.0651  ... 315.20987 352.6873  366.1653 ],[471.53235 437.23383 453.87064 ... 371.18906 423.46268 428.40796],[265.4425  238.09831 224.79405 ... 193.95612 245.40495 250.45291],[0.         0.         0.10104411 ... 0.10932352 0.10767406 0.        ],0,2,5,99
[0.5881619  0.82059735 0.68376946 ... 0.         0.37066963 0.6220431 ],[378.45526 413.4914  397.244   ... 300.15964 329.23975 339.60062],[453.0573  493.6051  513.1274  ... 357.61783 413.8981  411.0382 ],[300.63287 347.3081  339.9643  ... 220.37885 275.20325 275.207  ],[0.         0.         0.         ... 0.         0.10037111 0.        ],0,2,5,100
[0.8289523  0.60622746 0.58764803 ... 0.38405    0.04480017 0.17541249],[457.10498 434.90146 445.84402 ... 379.4342  332.08292 332.0208 ],[502.6181  463.94974 488.1206  ... 404.25125 358.02512 358.02512],[347.56622 311.51562 315.23492 ... 287.63104 228.12636 228.03122],[0.         0.         0.10185029 ... 0.         0.         0.        ],0,2,5,101
[0.46909624 0.21683939 1.3820854  ... 0.6981811  0.         0.        ],[305.62903 281.9305  397.1897  ... 340.2359  269.03314 275.0763 ],[384.94055 346.58377 496.45947 ... 419.53513 327.17297 338.35675],[150.27763 139.62917 259.1956  ... 217.0733  136.50002 130.06099],[0.0620974 0.        0.        ... 0.        0.        0.       ],0,2,5,102
[0.97784275 0.24674197 0.60624725 ... 0.0415653  0.03581449 0.21091066],[464.42432 403.72952 478.0918  ... 368.67245 362.00745 367.3747 ],[464.42432 403.72952 478.0918  ... 368.67245 362.00745 367.3747 ],[208.05875 154.21785 191.39449 ... 143.26793 135.97952 150.23953],[0.         0.         0.05361394 ... 0.         0.         0.        ],0,2,5,103
